Woolworths,"As a retail business you need to be a people person, I like to pride myself in being a people person - so that's why I love working at Woolies. What i like most about it was the people i worked with, were awesome, however I understand this may vary from store to store. You don't have to be good mates to work, but it sure as hell makes things a whole lot easier. The second thing I like is there something for everyone if you don't feel comfortable in your current department you can change to another that best suits the type of person you are.
Communication does break down -- that inevitable anywhere you go. However most of my problems (yes there were problems whilst working at Woolies) were solve in a prompt manner. Other than that, there's really nothing I can fault on.",4.0,4 years ago,"2020, January"
Woolworths,"I work in a safe environment.  I am out of the sun and in air conditioning.  I like my customers and they recognize me and like me.  I feel appreciated by them.  I am energetic so my actice job where as i am always moving suits me.  I like the fast energetic work which keeps me fit.All the staff at work are great and we all work as a team.
The challenges at work are continuous.  As every night is a challenge to get all the work done.  We all work as a team  to comllete everything and leave the store in good xondition.",5.0,3 years ago,"2020, January"
Woolworths,"The teams' attitude and work ethic is great and it really boots your confidence when communicating with customers all the time.
There are always going to be people that are hard to work with but that can easily be avoided if you consult your manager.",4.0,3 years ago,"2020, January"
Woolworths,"A big team, and a good, relaxed job to have to be able to fit in everything else you want in life. You don't take the work home with you.
The retail side of it can get frustrating, dealing with difficult customers. It also could be quite a tiring job at times.",4.0,4 years ago,"2020, January"
Woolworths,"For a single parent with school age kids it offers a fantastic work/life balance.  Always busy, always something to do.  Fantastic people of all ages.  I've made some great friends.  If you've got the drive to move up the ladder there are always opportunities to learn.  Good work perks including  staff sales and discounts, a social club and online community.  Lots of local fundraising activities to help out local clubs and schools.
Never enough staff on.  It annoys customers and also makes our job very difficult.  Pay could be better for the amount of work we do behind the scenes.  Can be high pressure at busy times like Christmas.  Expectation to available from open to close across 7 days can be challenging.  Angry customers are never fun, but you need to learn to not take it personally, but still do you best to resolve their issue.",4.0,4 years ago,"2020, January"
Woolworths,"I liked the other people I worked with and most of the supervisors were fair, but more specifically I appreciated that they accepted schooling as more important and were understanding if I was late due to assignments etc particularly in my final year of high school.
Working around schooling. Also, the repetitive nature of Service Checkout- maybe if they allowed 'checkout chicks' to rotate and work in different departments every now and then. Also a better solution to \""calling supervisors\"" than a bell as it is often not heard.",4.0,4 years ago,"2020, January"
Woolworths,"You develop long lasting friendships with other employees. Woolworths cares about your family life, and sports commitment. I enjoy working ther due to excellent routine and discipline actions in place.
Management encourages you to think outside the box. To push yourself just that extra more. If you have an issue they encourage you to come up with a solution yourself before approaching you line manager.",4.0,4 years ago,"2020, January"
Woolworths,"Over my 11 year tenure with Woolies, I felt my experience was unique as I didn’t always do just my job description.
Dealing with some people were challenging, as they were challenged with change, ",5.0,6 months ago,"2020, January"
Woolworths,"Staff discount, option to salary sacrifice to purchase shares.
You are only a number, and the higher you go up the chain, the less you are treated with respect. Management try to find any loophole to avoid paying wage staff their full entitlements, union do not stand up for staff who most need it.",1.0,4 years ago,"2020, January"
Woolworths,"Plenty of departments  to work in to get a range of experience. Pay rate is very good , a great place to meet new people amd create new friendships
Can get very busy at times especially holiday periods , can be very challenging when shifting departments for the first time but there's always a helping hand somewhere to help",5.0,4 years ago,"2020, January"
Woolworths,"I would consider the pay to be quite good for this type of business. I know people who work full time 5 days a week at other companies and earn not much more than a part time salary on less days at Woolworths. Although sometime made to feel guilty for taking time off, they are usually accompanying and will try to give the time off if needed.
Staff are only rewarded based off if they are considered a 'favourite' rather than merit or work ethic. Bosses must have things their way regardless if things are already running smoothly. Gossiping is a huge problem as everyone still acts like they're in high school. Is more stressful than what people may think employees endure. Verbal abuse is expected on a weekly basis at best.",3.0,3 years ago,"2020, January"
Woolworths,"I absolutely loved working at Woolworths. All my managers were fantastic and supportive of my studies outside of work. When it came to shifts I was able to work comfortable hours and there was always opportunities to pick up some extra hours, particularly during holidays. The staff were fantastic and I have made so many frienships over the years. After working with the company for so many years there was always new things to learn and opportunities to further my skills and development.
Sometimes you would come across some difficult customers but it comes with experience when dealing with them. At the end of the day you want to deal with the situation as efficiently as you can and hopefully they leave the store satisfied.",4.0,4 years ago,"2020, January"
Woolworths,"Flexible and diverse working environment. Good job to have as a gateway into retail. Possibility for a career higher up in retail with the help from Woolworths graduate programs.
Training of staff and management could be improved. Difficult to keep up in the evolving retail market with new competitors",2.0,3 years ago,"2020, January"
Woolworths,"Make life long friends with other cashiers while also getting to know your local community through being on registers and learn about how registers work from the computer system or as something as simple as how to keep the register clean inside out.
Very little support in regards to mental health and little to no regard to family problems and work/ life balance life  and no understanding at all to individual learning rate that one person picks something up quicker to another.",3.0,3 years ago,"2020, January"
Woolworths,"Being able to work in diverse areas that give me the opportunity to learn more
and appreciate ongoing valuable skills and experience. Ongoing improvements and education on of safety allow me to do my job more efficiently.
Working with team members who are not motivated to give 100% to the quality of their work were consecutively it causes them to not be as effective and the team suffers.",5.0,4 years ago,"2020, January"
Woolworths,"Interactive with the customers was good
Nearly always under staffed and so much added pressure- very little thanks for the efforts from senior management budgets way too little - salary with the hours worked out less than the checkout operator most times no one had breaks",2.0,6 months ago,"2020, January"
Woolworths,"Great mix of people. Generally pretty accomodating when you need time off, and plenty of opportunities available.
While easy enough to get time off, once you're over 18, it's hard to pick up extra hours of work, as they tend to want to give the hours to younger and cheaper staff.",5.0,4 years ago,"2020, January"
Woolworths,"The really great thing is you get to go home at the end of each shift and they might pay you for the overtime that you put in to clean the fresh food section so that customers don’t get sick from cross contamination in foods.
Finding someone to cover your tea break when you are left on your own to work in the deli on a Sunday.

Colleagues not turning up which forces you to do a close shift on your own. You are also forced to work over Christmas and Easter.",1.0,2 years ago,"2020, January"
Woolworths,"A sound work culture and experience with colleagues of similar age. Reasonable work for slightly generous hourly rates and reasonable benefits of discounts across Woolworths Limited brands. Very flexible management whom allowed for a roster that worked best with my lifestyle and commitments. Also a great job to earn whilst studying without too great a demand of workload.
Labour intensive work wears on the body and can become strenuous. Time constraints and poor training in some instances resulted in poor work outcomes and attitudes from colleagues. High probability of covering the shifts of others due to a young workforce.",3.0,4 years ago,"2020, January"
Woolworths,"Good organisation and the breaks, its a big company that has all the small parts of employees jobs figured out.
Its difficult to keep up the work load of life and work, not because the work is hard but working regularly. Not having enough to do during work sometimes.",3.0,4 years ago,"2020, January"
Woolworths,"If you know what is happening, then they will take interest in you and maybe develop the skills for you. The customer relation ships you can make as well are a big bonus. The constant work will keep you in a good shape
Trying to get a full time position is hard, they are always cutting budgets, making it harder for staff to keep up with the demand on customers with less and less time and help to do it, and then the company asks more for the staff to do(new promo displays, they use to do a plan, now the staff must design it each week, and it changes twice a week, and specials usually aren't shown till the day before). If you try to get noticed then you pretty much be a favourite by a manager too.",3.0,4 years ago,"2020, January"
Woolworths,"- Having flexible working hours
- Able to work for other departments in the store
- Ability to develop your career further at Woolworths
- Able to work at other store with no hassle
- Built great communication skills with customers
- Sometimes found it difficult to adjust working hours
- Working in freezers and milk fridges frequently
- Spend most of your shift working by yourself",4.0,4 years ago,"2020, January"
Woolworths,"Once you get the job, you're pretty unlikely to be fired. They have a very good union, so your rights (breaks, holiday pay, non-bullying, guaranteed hours, etc) are protected. If you show up and work hard you'll probably end up being promoted.
It's a supermarket. You'll work hard the whole time. You're on your feet all day. Long shifts. High expectations to learn quick, work very hard, and do things perfectly and quickly. Depending on your store, the staff room and staff bathrooms can be anything from very pleasant to horrifying. Everyone shops for food so you encounter every kind of customer and not all of them are respectful or kind.",3.0,1 year ago,"2020, January"
Woolworths,"Working with Woolworths was a great opportunity, even though I was there for a work experience, but I have learnt a lot, healthy working environment, happy people, free of discrimination and great and helpful employees, I like the way they operate their customer service system.
Everything is a challenge to me.
- how they work
- how they deliver their service
- how they treat people (both employees and customers)
- the way they communicate",5.0,4 years ago,"2020, January"
Woolworths,"Working in a fast paced retail environment is a challenging but rewarding role.  What was most rewarding is the growth of my interpersonal skills whilst working for Woolworths Supermarkets.
The most difficult challenge of working for Woolworths Supermarkets was dealing with the unrealistic goals set by management in relation to rostering. Head Office had anticipated that saving money by reducing the rostering budget would be effective. From my point of view, as an employee working on the front end of the supermarket business, this was insensible as it put a great deal of stress on store teams to meet the demand from customers.",4.0,2 years ago,"2020, January"
Woolworths,"I had great manager who allowed me to work more when I needed to make more money by offering me opportunities to pick up more shift or even pull in more overtime. I work hard and my efforts were rewarded.
I had a great work life balance as the split shifts allowed me baclcnce my work and private life without losing any money. I could opt to do afternoon if I had things on during the day and vice versa. My family too loved the fact the I could schedule my life around them.
I didn't have any, if I really had to pick one it would be that my place of work was a bit far and that there was no public transportation at that time, so much hen I had a  break down on my car, it made thinf s a little bit harder to make the early morning, or late finish. I only suffer a major break down once but once Imy car was on the road again everything went as perfectly as before.",5.0,4 years ago,"2020, January"
Woolworths,"It was a great atmosphere. There was always someon that I felt I go to if I needed anything. Management and supervisors were always very understanding.
One of the biggest challenges was trying to progress up the chain of command. There are so many people all fighting for that spot - and sometimes it doesn't go to those who deserve it the most. However, the choices are made for reasons.",4.0,4 years ago,"2020, January"
Woolworths,"-Good people and environment where staff all work as a team to complete their job and keeping the environment safe and clean for both staff and customers
-The green environment helps make woolworths look fresh and new at all times
-Balancing work hours with uni hours
-Getting changed from casual to part time made income quite more difficult as pay decreased a fair bit
-Being given the contract hours without being allowed to choose our own contract hours",4.0,4 years ago,"2020, January"
Woolworths,"The people you get to work with bring a new perspective in work family. Everyone looks after one another, making sure things get done right.
Dealing with the tough customers and the small amount of people that don't show enough effort in there work.",4.0,3 years ago,"2020, January"
Woolworths,"Its a very sociable and enjoyable job.  I met a lot of new and interesting people and everyone works well together as a team. There is a fair pay for the tasks that need to be performed with a good amount of break time.
Sometimes trying to get further in the industry can be challenging and competive. It also can become quite mundane sometimes and doesnt challenge your brain much. Customers can also get a bit much to deal with.",5.0,4 years ago,"2020, January"
Woolworths,"If you have a great manager like I did then you will be supported and enjoy working here but if you have a bad manager than you will have a hard time.
You are expected to do a lot with little to no help. Customers can sometimes be extreme but remember that there are great customers too!",3.0,4 years ago,"2020, January"
Woolworths,"Flexible working arrangements
Maintain consistency and working under short of resources. ",5.0,2 months ago,"2020, January"
Woolworths,"1. Roster is scheduled around your study.
2. Freedom to stay employed and move to another store in the circumstance you move house etc.
3. Fuel and store discount as well as discounts for other companies under the Woolworths umbrella.
4. Constant safety traning provided and a big emphasis on being safe.
5. Great employee social atmosphere.
6. Ability to pick up more shifts or fill in to earn more income.
1. Customers who steal.
2. Underage customers trying to purchase cigarettes and alchol.
3. Intoxicated and argumentative or rude customers.",5.0,4 years ago,"2020, January"
Woolworths,"I enjoyed the stability and the working environment. The staff were my colleagues and my friends.
The pay was fair and the opportunity to move between work types was a simple conversation to get the process started!
Trying to transfer stores was a tricky process as was securing those awesome public holiday shifts.
My store in particular was very accommodating to my use of public transport and would cater shifts to suit me but sometimes that would hinder  the amount of shifts I would get offered as a Casual.",4.0,4 years ago,"2020, January"
Woolworths,"As with most places the best thing about them are the people you work with. Generally speaking immediate management are approachable and fairly easy going. The 5% staff discount can also help cut down those grocery bills.
Customers are always going to be challenging but what makes it harder is always having to be on your toes about the continual 'undercover' staff reviews. This is compounded by Woolworths continual shifting goal expectations and focuses! If ou are coming back from time off then you had best have a chat with your immediate manager about store focuses and what they are 'keeping an eye out for'.",3.0,4 years ago,"2020, January"
Woolworths,"Nightfill at Woolies allows me to study(uni) during the day and still earn money to keep my car running and pay for textbooks etc. Woolies are very understanding that during semester I am unable to work extra hours and need time off during exam times
Sometimes I feel like we get the short end of the stick in regards to many things that are meant to involve the whole store. In saying that though, for the first time last year, Nightfill was given a separate budget so we could have our own Xmas do.",5.0,4 years ago,"2020, January"
Woolworths,"AMAZING PAY, and the job is relitivky easy for the pay you get being a school student! Hours are flexible and their is always shifts available.
Management is not support of the importance of school studies so never commit to too many shifts as they will expect this of you during exam time (they don't let you not show up for study time)! Business over employees",1.0,4 years ago,"2020, January"
Woolworths,"Interesting clientelle. Constaintly active, no standing around bored for the most.Supervisiors will assist new staff as much as they are able, and tend to be friendly people. Quite a good payrate when compared to other jobs at the same skill level.
The parent company often executes cuts to the avalable money for staff pay, forcing supervisors to roster on less staff than the store trully requires to run. Casual staff often find themselves going weeks without work after one of these cuts occur. Supervisors will try to roster on all staff anyway, but this can mean being called in every time someone is sick reguardless of your own personal scedule.",3.0,4 years ago,"2020, January"
Woolworths,"No waiting period to be entitled to 5% staff disscount when first commencing work. Variety in areas that I could choose to work in. Friendly and welcoming work environment. Accomodating to the needs of VCE students
Management issues and a lack of leadership and rolemodeling. The inability to advance into a higher role whilst attending high school. After a certain group employment length, hours reduced to very minimal hours unless agreeing to a part time contract, but not being able to receive more than 12 hours per week.",3.0,4 years ago,"2020, January"
Woolworths,"The money, and a few team mates
Lack of support and no oppurtunity to improve, any ideas that could offer improvement were shut down, no opportunity to Manage my own team, aways micromanaged, spoken to poorly, no positive feed back always looking for the negative, expected to work more than paid and understaffed on purpose, no support to performance manage my team. Stuck in the old ways that no longer work.",1.0,4 years ago,"2020, January"
Woolworths,"Career development - cross-train through different departments to find the right fit.
Great for uni students as hours are very flexible
The challenges and difficulties were not necessarily with the company it's self, it was more the customers that would come in. Being spoken to rudely on a regular occurrence starts to take its toll. But in saying that the friendly , nice customers far outweigh the rude ones",5.0,3 years ago,"2020, January"
Woolworths,"Most Woolworths stores have genuinely hard workers that are down to earth and look out for each other.
Promotions are non existent. Work load is unbelieveable. Expectations are too high. Assistant department managers get paid hardly anything  more than a standard full time worker yet the work load they expect you to achieve is a joke. A lot of the time they never acknowledge how much extra work you end up doing in your own time to get the job done.",1.0,3 years ago,"2020, January"
Woolworths,"The amazing people you meet along the way and the work got do as a team. You build rapports that excited you to go to work. The people play a big role when it comes to enjoying work and that's my main enjoyment, my customers are up there aswell.
The challengers for me was to lead a team of of older people but in saying that they guide you in the right direction when your feeling lost and support you in every way",5.0,4 years ago,"2020, January"
Woolworths,"It is a hit and miss, as a supervisor that manages more than 30 front end staff, you will be blessed if you get the right people work at the best needed time and a nice manager
Hours getting cut, management expect things to get done with less hours? Ridiculous. Stay as a normal worker and work as you normally would because the more you get done with less people the more they expect it done next time with even less people",3.0,1 month ago,"2020, January"
Woolworths,"Great environment for a teen to start out in. Very family friendly and flexible with a school schedule. Great managers, supervisors, and coworkers.
As with any workplace, some supervisors and manager could be difficult to get along with. It is also not somewhere I would like to work later in life as a career.",4.0,4 years ago,"2020, January"
Woolworths,"Good training opportunities and willingness to train staff in certificates and courses
Career changes are possible with transfers into other departments or even other brands of Woolworths.
Overtime is looked down upon although they expect the work to be done anyways.
Little to no credit at times but this is due to management at a store/state level and nothing to do with the policies and procedures.
Staff and wage cuts are made often and are ridiculous.",4.0,4 years ago,"2020, January"
Woolworths,"I learn to interact more to people as a customer service and somehow improved my English ability to speak, listen and understand.
Every customer has a different personality that I need to be smart in handling customer complaint, etc. Including angry customer and dishonest customer.",5.0,4 years ago,"2020, January"
Woolworths,"Working with such amazing people, opportunities to learn more, learn different departments and widen your job opportunities
Working with customers can sometimes be difficult but when you work hard to build relationships and are more experienced in customer service it's a great place to be",5.0,4 years ago,"2020, January"
Woolworths,"Meeting new customers, learning more about customer service easily, learning new skills like money handling, etc. Meeting new work mates and extended management team.
Giving a customer a great experience.. Because you never know what mood their in, but then again, if their in a bad mood, your customer service skills could change their day!",4.0,4 years ago,"2020, January"
Woolworths,"The team environment everyone works together to get the job done. No task is too hard to achieve. Management work with you to help with making sure your working environment is the best situation for yourself to make sure a good work life balance is achievable.
My personal experience the only challenge  I have is the distance I drive from home to where I work. I am currently on a contact list at a couple of other stores so as soon as a position that matches my current position comes up I can get a transfer. This is also something that they try very hard to accommodate for their staff.",5.0,4 years ago,"2020, January"
Woolworths,"Professional work good pay & lots of things to learn to find more work. Being able to work at other stores makes me learn more & earn more. It's great flexibility makes it a very handy job.
Trying new things, & working new times. All I can say is the job it self isnt much of a challenge but getting it was. It was very important to keep contacting them & be very persistent.",5.0,4 years ago,"2020, January"
Woolworths,"Most of the work was quite easy and simple. Workmates were funny and easy to get along with. Uniform wasn't too strict.
Customers can be a real pain. No one really lets you know where items are so when customers ask for a certain thing you're just as lost as they are.",3.0,4 years ago,"2020, January"
Woolworths,"The customers are are probably the best thing about working in a supermarket. All customer have to use a supermarket at least once a week or fortnight and if you are having a bad day there are many that will put a smile on your face.
Dealing with management.that's probably the hardest challenge to experience in a supermarket because management changes all the time and it is hard to have a good relationship and work as a team when you dont know if you will have the manager that you had last week next week.",2.0,4 years ago,"2020, January"
Woolworths,"The team environment
the management team and the vision they have for the company is clear
The flexibility of hours and how easy it is to discuss your availabilities with who is in charge
their constant desire to challenge your ability to work and to make sure you work at high and efficient standard.
Getting to know the store in a manner that helps me do my job in a more efficient way
Tying to keep up with the amount of load we had to replenish during some nights. This caused us to change working pace for different nights of the week.",5.0,2 years ago,"2020, January"
Woolworths,"Very flexible with hours, lots of opportunity to move within the company as so many different departments, I found it very exciting as there was always different things to do and new things to learn.
Probably the biggest challenge was finding out where my skills fit best within the different departments. I worked in several different departments and was very versatile in my tenure however I got off to a very rocky start but with the support and knowledge of my managers I was able to become very motivated and focused to improve.",4.0,4 years ago,"2020, January"
Woolworths,"Customer contact and workmates are great.  Happy environment in our department and the job is secure, simple and straightforward which suits my stage in life.  Always busy in a lively atmosphere where most of the workers share a good sense of humour.
Working to achieve the amount of work required in the least amount of time with least possible staff.  Forever hearing the word 'budget' and 'wages cut'. Store manageress is not particularly good at dealing with people and is a poor example of professionalism.",4.0,4 years ago,"2020, January"
Woolworths,"Management was understanding of family life and happy to accommodate an even balance for both to work smoothly
There was nothing bad I could ever say about working there.",5.0,4 years ago,"2020, January"
Woolworths,"I liked that majority of the work was independent. You clock in, check out peoples groceries and clock out. You can switch off while there
Management was horrible. No care for staff welfare. Would stand at the check out for an 8 hour shift not allowed to sit or lean for the entire time. Really hurts your feet, even with supportive shoes",2.0,6 months ago,"2020, January"
Woolworths,"Very friendly and welcoming culture, lots of opportunities for personal development and career growth and workplace flexibility.
Mammoth matrix organisation to get your head around, excessive meetings and clunky approval process. ",5.0,3 months ago,"2020, January"
Woolworths,"It's a well known company recognised internationally. Coworkers are kind and pay is good. If I want to move up in the company it would be easy to do so. I can take a good amount of annual leave. Flexible hours to work and reasonable hours per week.
Customers can be difficult therefore making the shift difficult. It's a busy and fast paced environment and we have to keep up with the expectations of the company and customers. Managers and customers are sometimes intimidating.",3.0,4 years ago,"2020, January"
Woolworths,"Managers get you involved and encourage learning and development, this makes working at woolies fun.
Sometimes the work load can be a challenge but a challenge can help you find better ways of doing things.",5.0,4 years ago,"2020, January"
Woolworths,"You have job security and great opportunity to meet people, like staff members and customers. Also you have opportunities to move around into different roles across the store.
Heavy workloads and constant pressure to have everything perfect. Not much support from management and constant criticism even when things are tough. Constantly told what to do and no freedom to think for yourself. You feel like a robot waiting for instructions. There's no morale within the store due to lack of support, training and low staff levels. Its just not exciting to work for Woolworths.",2.0,4 years ago,"2020, January"
Woolworths,"The people you work with, some customers.
Stability and job security
Flexibility
Almost zero chances to further advance into new roles
Some customers
The work eventually becomes boring and repetitive.
Don't feel appreciated by Woolworths HQ",3.0,3 years ago,"2020, January"
Woolworths,"• The employees are all friendly, and so are many of the customers.
• You’ll never be hungry, there’s always something in the lunch room provided by the bakery
• Great place to socialise with friends and customers
• Many different sections in store to work at (Deli, Bakery, Front End, etc.)
• The salary is excellent
• Very organised and constantly offering support
• Rude customers with foul mouths and tiny brains
• Scheduling errors, though they are rare",5.0,2 months ago,"2020, January"
Woolworths,"Base salary is good as well as the bonds you form with peers. Working in a variation of departments was a great experience also.
There is no real challenges at Woolworths.",4.0,4 years ago,"2020, January"
Woolworths,"Dynamic atmosphere with unity in diversity.
Good for developing excellent communication and managerial skills.
Beat the clock and show what you can really do. Pull up your socks because working in woolworths supermarket is not as easy as it looks. But with time you learn and it gets better and better.",5.0,4 years ago,"2020, January"
Woolworths,"The team I worked with were a great bunch of people. Hours were flexible for the most part when working around study sport and family/other commitments.
Lack of support, respect, compassion and approachability from management. Staff not recognised when they stepped up and performed duties above their role and wages trying to help their team out. Not a lot of opportunity to upskill.",2.0,2 months ago,"2020, January"
Woolworths,"The employees are nice, most customers are nice, they train you well, you get good pay, I always get called in for shifts and it's a reliable company that lets you have unpaid leave for long as 3 months to travel/take a break on casual.
It's a boring environment! Nobody likes their job on registers, the rare customers can be quite difficult at times and ruin your day, I worked really hard and didn't feel appreciated enough from my store manager getting heaps of compliments from customers and no future.",3.0,2 years ago,"2020, January"
Woolworths,"Amazing company with great opportunities. this place is a family. we all work together, challenge each other and have amazing chances to learn, grow and develop our skills
It can be an emotionally and physically draining job. There are customers that are unpleasant but the staff around are always great to vent to",5.0,2 years ago,"2020, January"
Woolworths,"They pay you for every minute you work
They pay penalty rates
OH&S is always a priority
Friendly environment, most of my co-workers are like family
Hours being cut ( often short staffed)
You are often made to feel replacable",4.0,3 years ago,"2020, January"
Woolworths,"Can be a nice place to work but there are so many variables to ensuring a good work place. Most stores have great social clubs and community support. I made many good friends here.
Most people aren't professionally minded which makes cohesion challenging. This results in many issues amongst staff. There are many incompetent managers making work more difficult than necessary - usually the good ones aren't there long either. The customers can also give you PTSD.",2.0,3 months ago,"2020, January"
Woolworths,"The team I worked with was exceptionally supportive and very team orientated. Although when I joined that specific store it was in the middle of a refit 3 months before Christmas, the environment and team work never wavered.
It was very 'tight' working during a refit in one of the top Western Australian stores. We lost 1/3 of the store during construction so every department had to work together as one team to effectively complete daily tasks and maintain customer service standards.",4.0,4 years ago,"2020, January"
Woolworths,"I started working at Woolies in my 60’s! Seriously! I worked with a variety of people and NEVER felt out of place. I looked forward to seeing my customers, too and I felt they looked for me, in a friendly sort of way, and this was an incredibly good feeling after working in another job (at the same time) where I endured a toxic and depressing supervisory experience!
After a fall (not at work) I started to have some difficulty with the physicality of the checkout operator work. And unfortunately had to resign.. Eighteen months after my hip replacement I believe I could go back to Woolies but other family responsibilities (looking after an elderly parent) make it impossible to go back.",5.0,6 months ago,"2020, January"
Woolworths,"The rate of pay is excellent, the opportunity to work with great colleagues. I found Woolworths to be a great working environment and I particularly liked working with such a diverse group of people in age and ability.
The same with all jobs they come with their challenges. The biggest challenge I found on the rare occasion would be a difficult customer although this was nothing that couldn't be handled and resolved quickly and maturely",4.0,4 years ago,"2020, January"
Woolworths,"Great team and great customers, working for Woolworths gives variety in daily routine and an opportunity to engage with your local community.
The financial reward makes the sacrice to work life balance somewhat balanced out.
Opportunities are there for those who work hard for them.
You can't please everyone, when you are passionate about what you do you cant help but take it personal when someone is not satisfied.
Finding strong passionate people are getting harder to find in this day and age, younger people are drivin more by financial reward rather then being passionate about there job.",4.0,3 years ago,"2020, January"
Woolworths,"The people, Managers and colleagues are friends you will make forever. The opportunity to work in different departments/stores/roles and grow as an employee is great because you get to experience variety. The job is very secure and flexible. The large amount of staff means you are able to get time off when you need it. If you move, there is always a woolworths to work for!
Early mornings and late nights, and of course a customer service job comes with bad customers, you can't do anything about that! The job can become a bit repeatative which is why working for different departments for variety is beneficial.",5.0,4 years ago,"2020, January"
Woolworths,"Friendly staff and customers, being busy ,part of a team.
Maintaining stock controls,quality of stock, budget restraint, staffing. Availability of stock, space budgets regarding waste and clearance of stock.enjoyable",4.0,4 years ago,"2020, January"
Woolworths,"Flexible hours, diverse positions, the ability to move around stores, training programs are great.
Challenges can be overcome with communication with management. Difficult customers eg theft can be a huge challenge",5.0,4 years ago,"2020, January"
Woolworths,"Great friendly staff to work with who are always open to help! Good opportunity to experiment different departments within the store! Great when studying/at uni as they are willing to work ariund the hours your able to work!!
When having difficult customers remember to be polite and ask if they want to talk to someone else. On busy days remembering not to get flustered and keep moving get customers through.",4.0,4 years ago,"2020, January"
Woolworths,"The first 10 years was an enjoyable experience.
When I fell sick with cancer, I was not supported and told to stand down from my salary position because at that stage I could not return to work for a few more months.",2.0,4 years ago,"2020, January"
Woolworths,"Working with all different kinds of people, making new friends while working, management push valued employees to aim for higher positions within the company, responsibility given to trustworthy staff, good introduction to life situations and interacting with people. Training programs high quality
For all the quality management personnel there were, there was an equal number of managers who either didn't deserve to be in the position they were, took advantage of their position, or were just plain hopeless. Head office managers had lost touch with what it was like to be at store level",5.0,4 years ago,"2020, January"
Woolworths,"Good for a first Job
Gives opportunities for future
Suitable for all types of people, eg. Mothers, students, elderly
Good atmosphere, in the stores I have worked at
Good for building confidence and self-esteem in regards to work ethics
Mostly for the management positions, long hours and no recognition
Staff cutting
Decreased Hours
New rules so frequently
New changes which cost the business money and not neccessarily good for the business nor staff or customers.",4.0,4 years ago,"2020, January"
Woolworths,"The two store managers are both great people, easy to get along with and help you out wherever they can. Also the flexibility in the ability to work in various components of the store is great, as I would often get bored doing the one job so to be able to do something different in the store every now and then helps to like my job
The most challenging thing would have to be dealing with the atmosphere of all the staff that work there.. for some reason its very negative and it makes it very hard to want to come to work when not everybody has a positive vibe and wants to be there",3.0,1 year ago,"2020, January"
Woolworths,"The staff that are employed by woolworths are a great bunch of people. Its just the management that let the company down
Trying to complete jobs with a unreasonable store management team and the loss of wages and a increased work load.",1.0,4 years ago,"2020, January"
