title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
‘I enjoyed my time at Optus and feel I have grown personally from the experience.’,Executive Assistant,"The Optus campus is a great place with everything you need on site. Gym, child care, variety of food, entertainment, visiting dental and physios. A community atmosphere is all around.",There appears to be too many senior managers and things can take a long time to get from concept to completion.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Macquarie Park, New South Wales, Australia",5.0,5.0,5.0,4.0,5.0,5.0,4.0,Optus
‘Best job so far and see myself in it for a while.’,Sales Assistant,"Working for a franchisee is amazing, at Raymond terrace you don't have co-workers you work with friends. Best atmosphere to work in and always part of the team. You're always heard out, always got someone to talk to if times get tough both in work or other ways. The perks are amazing and rewards even better. See so many more years to come.",Going  from a pure entertainment and hospitality background to a full sales job was very tough. thankfully though my mentors were able to help me through it all.,Recommends working here: Yes,Rates salary as: High,1 year ago,"Raymond Terrace NSW, Australia",4.0,5.0,5.0,5.0,5.0,4.0,5.0,Optus
‘While it was fun to begin with it's time for a change.’,Senior Customer Relations Executive,"Onsite gym, onsite bar, convenience store and multiple food outlets, staff discounts, diverse and welcoming environment regardless of background/sexual orientation",The company has changed so much from when I first started working there 8 years ago it is almost unrecognizable. Less focus on people and more attention to the bottom line. Inept management that aren't able to support and drive changing business dynamic effectively. Little recognition of positive feedback and much more focus on negatives,Recommends working here: No,Rates salary as: Average,4 years ago,,3.0,2.0,3.0,2.0,4.0,5.0,3.0,Optus
‘Optus is a great place to start your journey in sales but it becomes very competitive with external applicants to progress internally. ’,Business Specialist,Great team environment along with opportunities for commission,"Really REALLY low wage as it’s meant to be compensated by commission, however commission is almost as rare as a unicorn due to it being team based not individual. You can hit 200% KPI and still not get rewarded with commission due to your team not putting in the work",Recommends working here: Yes,Rates salary as: Low,1 year ago,"Sydney NSW, Australia",3.0,3.0,3.0,2.0,1.0,1.0,4.0,Optus
"‘Great culture and work life balance, though job security in some business units unstable.’",Collaboration Engineer,"Sydney campus has variety of foods available and always something happening on campus.
Shuttle bus from Sydney CBD to campus which is free. Return in afternoon does cost.","Public transport as rail works occurring at Sydney campus.
Numerous restructuring occurring, meaning job loss and sent off shore.",Recommends working here: Yes,Rates salary as: Average,1 year ago,"Sydney NSW, Australia",3.0,4.0,4.0,3.0,4.0,4.0,4.0,Optus
"‘My experience was positive, working at Optus enabled me to develop skills and experience that make me extremely competitive in the job seeker marketplace.’",Technical Lead,"Equal opportunity employer who provide excellent remuneration, working conditions and opportunity to drive your personal career development.",Becoming complacement as a result of comfortable working conditions.  Some challenging customer interactions.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",5.0,4.0,4.0,4.0,4.0,5.0,4.0,Optus
‘Disappointed with Optus overall’,Customer Service Assistant,Optus provides great training upon hire and support through a employee assistance program is fantastic. Work/life balance can be achieved working for optus.,"The main challenge I faced working at optus was incompetent management and micro management.  The talent hired could not reach their full potential or recieve and provide feedback to management.  Feedback was never welcome, and the workplace lacked diversity in staff and skills.",Recommends working here: No,Rates salary as: Average,4 years ago,"Craigieburn, Victoria, Australia",1.0,3.0,1.0,1.0,4.0,1.0,1.0,Optus
"‘Somewhat enjoyable due to the personal relationships and the everchanging environment, however the organoisation does not plan for the long term.’",Corpoate Systems Portfolio Manager,The people within the teams at Optus genuinely are trying to create a company which is enjoyable to work within.,The senior management does not listen sufficiently to concerns and issues brought to them by middle management.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Macquarie Park, New South Wales, Australia",2.0,3.0,4.0,3.0,3.0,4.0,3.0,Optus
"‘Unlike other companies I have worked for, I would not return to Optus Business.’",Manager BYOD Centre Of Excellence,"The challenger culture of Optus Business means it is a company more willing to adapt it's processes and services to customer requirements.
There are a lot of good people in Optus Business who want to achieve good outcomes.
It has good processes for managing poor people performance","Optus is very Sydney centric, thus opportunities for Melbourne based people are limited.
There is no balance between creating highly competitive environment and teamwork. The senior management environment is fairly toxic with high turnover of management.",Recommends working here: No,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,3.0,2.0,2.0,3.0,3.0,3.0,Optus
‘I would not recommend that staff apply for a role with Optus. It was great when I started but it has gone downhill hence me resigning from them.’,Sales Consultant,"I really enjoyed with some of the staff that I worked with earlier on, however some staff that I worked with were INCREDIBLY unprofessional, I felt that I was pressured and NOT awarded for my hard work, I felt that some staff were given preferential treatment unfairly and upon my complaint about the way I was spoken to by other staff (I was embarrassed in front of other customers)","Lack of staff always presented an issue, things were changed upon a daily basis and we were made to work off a script like robots therefore sucking our own personalities out of selling. Targets were increased in a sharp way, making it very difficult to obtain. If you missed your target by even one for the month, questions would be asked immediately and you would be looked upon that you were not doing your job correctly.",Recommends working here: No,Rates salary as: Average,4 years ago,"Canberra, Australian Capital Territory, Australia",2.0,1.0,3.0,1.0,3.0,1.0,3.0,Optus
‘Challenging but rewarding for retail’,Sales Consultant,"Great team, good discounts but the company are slow to implement any change and customers give us the same feedback everyday. We are always understaffed and under pressure.",Understaffed and poor work environment have been the biggest challenges. Slowly it's getting better.,Recommends working here: No,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,3.0,1.0,1.0,2.0,5.0,3.0,Optus
‘Career building and life long knowledge base.’,Senior Customer Service Officer,"The teams and positivity for me were a massive perk! Having support around you by the franchise owner and team leaders. Great staff and I have now made life long friends and have built and gained so muck knowledge to do with team leader skills, inventory, customer relations plus so much more.",Monthly and quartly targets were great to see where you needed to improve or where you were going well. Mixed customer groups that need to be trailered too accordingly.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,5.0,5.0,5.0,5.0,5.0,4.0,Optus
‘Varied’,System Analyst,"The people you meet and the friendships you make. 
You can progress within the company and learn a lot but you need to put yourself out there and push for the training and development to achieve this goal.",The challenge is that there are a lot of processes that need to be rigidly followed. Attention to detail is a mandatory skill to succeed.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Macquarie Park, New South Wales, Australia",3.0,4.0,3.0,2.0,5.0,4.0,3.0,Optus
"‘Overall, it was a positive experience.’",Various Network Based Technical And Management Positions.,Modern progressive company and they accomplished a considerable feat waking up a new Telco in a Telstra dominated environment.,The constant push to stay competitive occasionally puts pressure on the people who work for them.,Recommends working here: Yes,Rates salary as: High,2 years ago,"Sydney NSW, Australia",5.0,3.0,5.0,5.0,5.0,5.0,5.0,Optus
‘Great relationships are formed with your colleagues’,Service Manager,SingTel Optus is an exciting place to work. The campus style feel makes it a fun environment to meet your colleagues and customers,The perception of the SingTel Optus Network,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,Optus
"‘Honestly great time working there, great people and everyone is kind and caring. ’",Sales,"Getting freebies from manufacturers, food, getting commissions, learning about how telecommunications works in general and understanding operations. ",Meeting KPIs are ok and sometimes easy depending on the time of year but when you don’t pressure does mount as why it hasn’t been achieved despite past targets being met. Also since this is telecommunications and sales you do end up dealing with a lot of people that do not understand things don’t happen with a flick of a switch or just clicking a button there are things that need to be done before hand to get to the end result. Hence they are either very angry or upset so it helps to have a thick skin. As well as general basic phone help but remembering to do your job is important. ,Recommends working here: Yes,Rates salary as: Average,3 months ago,"Sydney NSW, Australia",3.0,4.0,4.0,3.0,4.0,4.0,4.0,Optus
‘Great company to start your career and work your way up but be ready to work hard (play hard on your own time!)’,Marketind Director,"Lots of enployee benefits good on site facilities 
Mixture of great and averge senior management 
Lots of opportunity for development","Succession planning not done drive your own career
Centralised hr has depersonalised function 
Short term focus little to no long term planning",Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",4.0,3.0,4.0,3.0,4.0,5.0,4.0,Optus
"‘Unrealistic sales targets, and too many different departments that don't talk to each other. ’",Assistant Store Manager,Great benefits and perks that you have access to - discounts with Optus products and other companies. ,"Multiple teams not communicating to each other. Sales teams not communicating to service teams. Being told on the one hand that you have unrealistic sales targets to hit, and on the other hand TIO complaints are going up so you are expected to handle service enquiries in store which you do not have much control to handle. ",Recommends working here: No,Rates salary as: Average,9 months ago,"Brisbane QLD, Australia",3.0,3.0,2.0,1.0,5.0,3.0,3.0,Optus
‘Optus is shadowed by singtel administration and Singapore/Asian working culture which is against Australian and Western Corporate working style.’,Project Management Professional,I am unable to find any good things about working with Optus,There is very distinctive line between Optus Employees and contractors who work at Optus. Optus failed to assume responsibilities for Contractors and there is no way Optus is hiring any new employees.,Recommends working here: No,Rates salary as: Average,2 years ago,"Macquarie Park, New South Wales, Australia",1.0,3.0,2.0,2.0,1.0,3.0,3.0,Optus
‘Good place to learn valuable skills but hard to work your way up the ranks as positions higher than store manager are rare.’,Store Manager,Colleagues and staff benefits,Angry customers are common,Recommends working here: No,Rates salary as: Average,6 months ago,"Gold Coast QLD, Australia",3.0,4.0,4.0,5.0,5.0,5.0,4.0,Optus
"‘Extremely rewarding, fulfilling and challenging.’",Manager,"One of the best things about working for Optus is their investment in me. Whether that be for professional or personal growth, I always have the guidance, motivation and support to achieve any and all goals set before me. 
The work perks and rewards for hitting your targets are well worth the hard work and dedication over the year. 
The team atmosphere at work and outside work hours are the best I've ever had. I've made truly great friends and relationships that will last well after I've left my current role.","I'm not a very outgoing person so the idea of interacting with customers in a more personal setting than I was used to was my biggest challenge 
Having the right coaching and environment to build my confidence up quickly turned my biggest hurdle into something I've adapted in all aspects of my life.",Recommends working here: Yes,Rates salary as: High,1 year ago,"Warners Bay NSW, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Optus
‘Optus is a company that cares for it's employees by building  great campus and offers a range of opportunities for career progression.’,Customer Relations Executive,"The campus is great with onsite cafés, mobile store, physio, different food options for breakfast & lunch, a bar",Getting to work and parking if you drive to work,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,Optus
"‘Your colleagues are your best mates and the incentives are attractive, however the daily grind is far from worth it.’",Retail Sales Assistant,"- Generous discounts
- Your team usually become your best friends 
- Commission and team incentives 
- Opportunities to grow within the company

","- high and often unrealistic targets
- no consistency in management
- unhealthy expectations, management makes you take work home with you
-  Often the customers are treat you horribly and are aggressive
- Because you are the face of the company, you take the brunt of the customers rage even if it isn’t your fault",Recommends working here: No,Rates salary as: Average,1 year ago,"QLD, Australia",3.0,1.0,2.0,1.0,3.0,4.0,2.0,Optus
"‘New to me , different roles to my past roles so I’m really excited and engaged , learning a lot here . ’",Business Process Specialist,"I like the new agile team I’m working in, it’s very different for me , but enjoying it, I’m also new to Optus so don’t know what it was like before ","System accessed, understanding how the systems and roles work, need to find your own way at times ",Recommends working here: Yes,Rates salary as: Average,6 months ago,"Macquarie Park NSW, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Optus
"‘Although the campus is good and people are nice, the old school way of looking at technology needs to change or top talent will go elsewhere.’",Technology Sales,"Sydney campus is amazing and plenty of meeting rooms to use, management are flexible, type of work is good and engaging","The technology and facilities. Laptops given to employees are clunky, the SOE are slow and on old versions, behind in technology",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Macquarie Park NSW, Australia",2.0,4.0,5.0,4.0,3.0,3.0,5.0,Optus
‘Great place when I was there- has now changed a lot’,SMB,It was a great place to work in 2004 but then management changed and our group went through a bad stage.,Billing systems and changing strategies,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Sydney, New South Wales, Australia",4.0,3.0,4.0,3.0,3.0,4.0,3.0,Optus
"‘I really enjoyed my experience, and the professional staff’",Project Manager,"Fantastic environment, professional staff, most staff just wanted to help you accomplish your goals, great diversity within the work","Senior management had no idea just exactly what we did, as a result they then went ahead and outsourced network deployment.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",3.0,4.0,5.0,3.0,3.0,5.0,4.0,Optus
‘Overall good with a real capability to make a difference in the environment.’,Senior Technical Project Manager,Teamwork and challenging projects and programs with talented people and partner vendors.,Dynamism with a parent company juggling Optus with other SingTel companies. Strong emphasis of processes and procedures related to all facets especially the finances abd reporting as well as the funding project gates.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,4.0,4.0,4.0,3.0,5.0,4.0,Optus
‘Don’t work there. ’,DevOps Engineer,"Perks and immediate team, people go above and beyond to get things done.  ","Ancient IT, management only worried about next quarter. No accountability at the senior management no matter how big is the stuff up. ",Recommends working here: No,Rates salary as: Average,1 year ago,"Macquarie Park NSW, Australia",1.0,4.0,2.0,1.0,5.0,5.0,2.0,Optus
‘Enjoyable and rewarding ’,Marketing Manager,"Culture,
Focus on customer
Acceptance of peoples skills and wha people bring to the table 
Encouragement ","Red tape and processes 
Some departmental politics",Recommends working here: Yes,Rates salary as: High,6 months ago,"Macquarie Park NSW, Australia",5.0,5.0,5.0,4.0,5.0,5.0,5.0,Optus
‘It has been an awesome experience during my time at Optus.’,Senior Enterprise Architect,Good people around you. Great culture and product training facilities. Pay structure is better than most telco's.,Understanding the internal processes and dealing with International partners.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,5.0,5.0,3.0,5.0,3.0,5.0,Optus
‘Continuallly changing and not always for the better’,Customer Service Team Leader,Great working atmosphere with some good benefits available.  Goood team enviroments.  Some flexibility in shifts depending n your role.,Continual restructuring and offshoring of roles.  Constantly changing management.  Changing direction all the time.,Recommends working here: No,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,4.0,4.0,3.0,4.0,5.0,4.0,Optus
‘Could have been better.’,Administration,Discounts on all Optus accounts as well as a range of other services are great! Modern offices in great locations. Lots of long-term employees with significant IP.,"Middle Management were mostly promoted long-term employees and didn't have the required people management skills to create a positive working environment.
Many long term employees felt under-appreciated and contributed to negative atmosphere.",Recommends working here: No,Rates salary as: Average,4 years ago,,2.0,4.0,2.0,1.0,4.0,4.0,2.0,Optus
"‘Good developement job wise, but can be stressful trying to keep on top of everything.’",Service Management Officer,Opportunities to develop in different areas of the business. Team working together even after the redundancies helping each other out where possible.,Losing a lot of staff and trying to keep on top of the expected work load. Turning frustrated customers around over the phone.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Macquarie Park, New South Wales, Australia",4.0,4.0,4.0,3.0,3.0,4.0,4.0,Optus
"‘Great workplace, great challenges’",ICT,"Amazing campus. alot of perks for employees , great exposure , and great room for career development internally .","Cumbersome processes , rush to deliver without being ready sometimes leaves staff under stress",Recommends working here: Yes,Rates salary as: Average,3 years ago,Sydney,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Optus
‘It's great to honestly love the company you work for.’,Retail Sales Assistant,It's great to work for such a forward thinking company. Optus is all about promoting your own individualism and working to create a better version of yourself. I've never felt restricted or limited in where I can go from here!,"It can be tough working in telco because customers all have their ups and downs, it would be great to recognised and appreciated as much as some of the sales and back office employees. I know they get some better perks than us in store.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",4.0,5.0,5.0,5.0,5.0,5.0,5.0,Optus
‘The people make the workplace.’,Case Manager,"The people are fantastic, every person wants the best for the customer that they are able to provide under very limited rules and regulations. The companies heart is in the right spot and there is focus on continual improvement although at a slow pace.","Unfortunately optus has lost its way,  much is said about customer focus however changing things for the better come across too many road blocks. Rostering is hard due to the 7 day roster in in some areas. Career development CAN be limited depending on where you land but if approached correctly with the option to move interstate can open up. Salary is above industry average slightly at base but really opens up with tenure. There are communication issues between customer facing staff and upper leadership.",Recommends working here: No,Rates salary as: High,4 years ago,"Adelaide, South Australia, Australia",3.0,3.0,3.0,1.0,5.0,5.0,3.0,Optus
‘Among the top 3 roles of my career.’,Program Manager.,Friendly respectful work environment. Maybe I was just lucky but the two managers I had while there were among the best of my long career. Was accepted as an older employee.,"Same as all large non-encumbent telcos, low margins, struggle to get projects accepted, but they had good processes and by and large good company ethos.",Recommends working here: Yes,Rates salary as: High,4 years ago,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,Optus
"‘Used to be a great environment,  Lots of good people have last due to increased influence of SingTel in day to day working leaving managers helpless’",Director,Good Brand has lot of potential,Funding is always an issue and the regular redundancies have lead to insecurities and defensive behaviour amogst teams leading to a very difficult environment to work,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Macquarie Park NSW, Australia",3.0,3.0,3.0,2.0,3.0,3.0,3.0,Optus
‘Awesome campus and employee oriented activities which are great stress busters’,Test Manager,"Lively Optus Campus, lots of fun activities in the office, very user friendly for kids, health benefits and well being programs.",Complex projects with many stakeholders,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Macquarie Park, New South Wales, Australia",4.0,4.0,5.0,4.0,4.0,4.0,5.0,Optus
‘Great reputable company to work for a bit of a mess with pmo management as contract ended unexpectedly with poor logical explanation. It appeared contractors paid the price for poor pmo management of project delivery.’,Project Manager,Great office building/facilities.,The travelling to Macquarie Park.,Recommends working here: No,Rates salary as: Low,2 years ago,"Macquarie Park, New South Wales, Australia",3.0,2.0,4.0,1.0,1.0,3.0,2.0,Optus
‘Provided great opportunities in a well paid role. ’,Senior Product Manager,Culture. Campus. Diversity. Balance. ,Management. Constant restructures making it hard to get things done. ,Recommends working here: Yes,Rates salary as: High,6 months ago,"Macquarie Park NSW, Australia",4.0,4.0,4.0,3.0,5.0,4.0,4.0,Optus
‘Challanging but very rewarding’,Retail Sales Assistant,"8 hour days, commission based sales so depending on how good you are in selling the more you can earn.","Mystery Shopping, hitting targets and keeping those angry optus customer calm and happy",Recommends working here: Yes,Rates salary as: Low,4 years ago,"Gladstone, Queensland, Australia",5.0,4.0,4.0,5.0,5.0,4.0,4.0,Optus
"‘Used to be fantastic, now only concerned about profit and cost reduction numbers’",Group IT,Perks / benefits / discounts and working colleagues are amazing. Everyone there generally supports each other irrespective of the job you are doing.,"Managements sole concern is cost management & only known management style is micro-management. Most departments, but particularly IT are solely vendor focused, talks agile but hasn't modelled structure or org around it.
If want career progression must work in Sydney head office; all other sites are token gestures",Recommends working here: No,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",1.0,3.0,4.0,1.0,5.0,5.0,1.0,Optus
‘Store environment was good but felt Like you’re always working even when you finish because of management and area managers want you to reply to everything in the work groups. ’,Sales Associate,Very fun environment ,Constantly feels like you’re working on your days off you still have to reply to manger about everything ,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",3.0,1.0,5.0,4.0,4.0,2.0,4.0,Optus
‘Memorable with fantastic career opportunities’,Project Manager,"Fantastic Culture, great people & great atmosphere to work in. Great & supportive senior management.","Location can be difficult at times for various others, which could also be an increase in cost for some individuals. Work life balance can be difficult to manage at times due to work load.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",5.0,3.0,4.0,4.0,3.0,5.0,4.0,Optus
‘One the best places I have worked for and always giving opportunity for carrier progression. ’,Manager,Amazing people and managers to work for. It’s more like a family than an actual work environment. ,Every work have there ups and down. Specially when you work in retail. But we have really good support for hard times. ,Recommends working here: Yes,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Optus
‘Good as a temporary workplace’,Network Engineer,"An awesome team of very good professionals, great relationships, nice office, close to the station","Optus is great as a workplace for 1 or 2 years. After that consider change, because there is no such thing as career and income growth. It simply doesn't exist at Optus.",Recommends working here: Yes,Rates salary as: Low,1 year ago,"Brisbane City QLD, Australia",1.0,4.0,4.0,3.0,4.0,5.0,3.0,Optus
‘I worked for Optus for 9 years and went on an incredible journey. However leaving I've been able to grow faster and learn more quicker. It's a great diverse company.’,Online Consultant,"The people, the culture and the trusted brand and the word 'yes'","The silos, the slow pace of approvals, pigeonholing people, shortsightedness, doesn't take enough risks.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",2.0,3.0,4.0,4.0,4.0,5.0,4.0,Optus
‘Mostls an enjoyable working experience ’,Engineer,Camaraderie and support at all times. The sick leave system was excellent. ,Technology and the PDR system ,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Brisbane QLD, Australia",2.0,4.0,5.0,5.0,5.0,5.0,4.0,Optus
