title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
"‘No training, no career path, no mentoring,no leaders,no vision, no heart,no soul, no direction, boys club’",Senior Relationship Manager,"Great Products, Great front line staff, terrible back office head office support and out sourcing os has been a disaster for customer experience",They need to close 75% of branches and make more larger financial hubs. Stop trying to be all things for every product market and focus on the things you are good at and can create scale and volume and offer value.  Your home lending product department have not created a truly new product in over 10 years.  Trying to win back retail insurance customers who left because of price at renewal rather then reward these clients upfront with loyalty discounts. Youi approach may work as a suncorp quote takes just as long as a youi one.  Suncorp had a good story to tell after the floods in Qld but dropped the message that quality insurance is priceless.,Recommends working here: No,Rates salary as: Average,4 years ago,Brisbane Gold Coast,1.0,1.0,4.0,1.0,2.0,3.0,1.0,Suncorp
‘I have been with Suncorp for nearly 15 years now and wouldn't be anywhere else’,Assessing And Repair Manager Technical And Training,"Suncorp is like one big family, The culture is great and Suncorp understand the importance of their staff  to it's success. Suncorp have a lot of \""Real People\"" in manager which makes it easy to talk to them and voice any concerns or ideas.",The only challenge I can see is sometimes it is hard to remove the blockages but this happens in all business.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane CBD, Queensland, Australia",4.0,5.0,4.0,4.0,4.0,4.0,5.0,Suncorp
"‘Wonderful 8.5 yearswith total support, just not my direction anymore’",Call Centre Operator,"Always looking for best approach, very positive Employer, I had some major Crisis in my life and they Leaders and staff were right there for me","The Technology - keeping up with all the new trends and products - always a lot to learn - very phone based so not a great deal of time between calls at peak times. High turn around due to lots of staff movement upwards missed friendships made.
Need for Sales background helps",Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Suncorp
‘Overall experience is not bad and better than many others out there but they really battle with the things that should be a no-brainer for a company of this size’,Team Leader,"Lots of flexibility allows for great work life balance
Lots of really great people work there
They almost always seem to want to try and do the right things by the customer, they just don't always go about it in a way that makes sense to the people at the forefront of customer service.","Constant change and upheaval, continually trying to reinvent processes that aren't broken while ignoring ones that are. 
HR has pretty much all been off-shored, so dealing with them is not a great experience, as is the case with the IT help desk.
Constantly seem to be under-resourced, no matter what department you work in.
KRA's are constantly changing too and fail to motivate individual performance.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",3.0,5.0,2.0,3.0,3.0,4.0,3.0,Suncorp
"‘Supportive and understanding management, you will enjoy your time at Suncorp ’",Claims Administration Officer,"Suncorp was fantastic to work for, I was hired full time but asked if I could drop a day for my uni studies and they were more than happy to work around me. The management is incredibly thoughtful and understanding of having a work/life balance. They also provide excellent training around their products and services. You go in prepared and with a lot of support. The targets are also achievable and if they see you struggling they want to actually help you! In previous workplaces with targets that I hadn’t hit management took that as an opportunity to put me down but not at Suncorp. They created an action plan straight away and assigned a trainer to me that I could talk to and questions to improve conversations to meet targets. ",The job itself could get very boring. You’re essentially just asking set questions and filling out a response. Felt very mundane and autonomous after the first month. If you don’t want to think too hard about your job it’s a good role but I like something with more challenges. ,Recommends working here: Yes,Rates salary as: High,6 months ago,"Toowoomba QLD, Australia",3.0,5.0,5.0,5.0,4.0,5.0,5.0,Suncorp
‘Didn't have to work (or think) too hard but the work became boring and managment intolerable after a few years.’,Financial Adviser,You can largely make your own hours and the work is fairly straight forward so provides a good work option for those looking to be a financial planner without having to think too much or work too hard. All of the systems are provided and in most cases the leads to prospective clients are too. Very good option for someone starting out in this career.,"If you have ever worked in a bank in any role you already know the answer!!! While the systems are complete and thorough they provide no scope to think and once you evolve beyond basic skills these same systems will typically frustrate you. Further to this issue, banks have a special ability to employ and then promote people who are one part narcissistic and one part incompetent. While not everyone in management is like this you will undoubtedly get exposure to at least a few of these characters during your tenure. Again, you won't mind if your new to the career or job but it will typically frustrate people over time",Recommends working here: No,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",2.0,4.0,2.0,1.0,3.0,4.0,3.0,Suncorp
"‘Fast paced journey through knowledge, career progression and long lasting relationships professionally’",Client Manager,"Diversified culture, great range of careers progression opportunities the company highly puts your career progression at the forefront of everything you do right from the start. Suncorp will assist you with where you want to go and prove the right steps to help you achieve this.",The company is quite large it can be hard to become noticed or acknowledged for your achievements and work. Company structure due to the size of the company it is very volatile and changes quite often which can lead you with uncertainty of responsibilities or job security.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Brisbane, Queensland, Australia",5.0,5.0,5.0,5.0,4.0,5.0,5.0,Suncorp
‘Management are on a swift course in halving the size of the Bank's balance sheet and destroying the profit and they actually think they know what they are doing!’,Branch Manager,A good job spoilt by really bad management. They just don't have a clue about Client relationships and how to grow a business Senior management have never been through a recession and are trying to grow a business with less staff after a far reaching restructure that has destroyed the culture.,Getting management to understand reality and business fundamentals is impossible. Rather than growing the pie they want to cut costs. That's what happens when you have a small minded accountant as Bank CEO.,Recommends working here: No,Rates salary as: Average,4 years ago,"NSW, Australia",2.0,2.0,1.0,1.0,3.0,3.0,1.0,Suncorp
‘Numerous roles and opportunities.’,Marketing Specialist,Plenty of opportunity to move around different lines of business and do secondments. Great flexible work life balance and work from home options. Excellent parental leave and 'flexible leave'.,"Flexible way of working means you don't have a desk - sometimes can't even find one to work at! Depending on which department you're in there can be challenges eg. Some managers are not open to part time workers, even though company policy is. Big company undergoing change = constant restructures and role changes. Definitely not a company for someone wanting one role for 2 years +",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",5.0,5.0,3.0,4.0,4.0,4.0,4.0,Suncorp
‘A company that cares is one worth staying with.’,Sales And Service Banking Consultant,Suncorp Bank is a financial institution with big bank capabilities but with a focus on down to earth customer service and a community based attitude. It is a company that thrives on showing great care to its clients and that definitely spills over to its employees as well.,As Suncorp is still an institution that is predominately based in Queensland it can seem to be difficult for employment advancement interstate but as Suncorp continues to grow and expand to become the fifth largest in the whole country these opportunities will continue to grow as well,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Ballina, New South Wales, Australia",5.0,5.0,4.0,4.0,5.0,5.0,5.0,Suncorp
‘Life Changing in a negative way.’,Financial Planner,"The staff are the best bit of the organisation, it’s just a shame that management don’t realise that the staff are the company’s greatest strength.","Lack of resources, staff resigning and not getting replaced ensure that stress levels are high and satisfaction levels are low.",Recommends working here: No,Rates salary as: Average,1 year ago,"Toowoomba QLD, Australia",2.0,1.0,1.0,1.0,4.0,3.0,1.0,Suncorp
"‘Great line managers, unfortunately, not so Agile anymore.’",Manager,I had incredible line managers at Suncorp who genuinely supported me when it mattered. The types of projects were varied and interesting. The Sydney office is in a great area.,"For a company well regarded for being Agile leaders, a restructure without any change management has enabled waterfall advocates to attain positions of influence. Unfortunately, this had a negative impact on my time there as these managers didn't receive feedback well, often not listening to it at all, and then blaming the teams when things didn't work well.",Recommends working here: Yes,Rates salary as: Low,1 year ago,"Sydney NSW, Australia",4.0,4.0,4.0,5.0,2.0,4.0,4.0,Suncorp
‘Lack inspiration.’,Enabling Function Leader,Colleagues and peers are great. Highly flexible working environment. Strong sense of pride in supporting the community.,"Was a great place to work but the current leadership has overworked the team and has too many initiatives on the go to really complete any of them. Little to no support from HR on training, pay, and progression.",Recommends working here: No,Rates salary as: Average,2 years ago,"Brisbane, Queensland, Australia",1.0,3.0,3.0,2.0,2.0,3.0,2.0,Suncorp
"‘I had such high hopes, and was completely dissapointed.’",Corporate Affairs,1 day work from home.,"Management very moody, most likely due to being overworked. I dreaded going to work because of the negative atmosphere. You'd think that working for a bank would produce decent budgets for projects... but this has been the \""tightest\"" company I have ever worked for. Suncorp's shareholders may be interested in knowing that they just shed 20% of their workforce every 18 months or so, so that the numbers look better on paper, which has seen a much larger turnover of staff and an awful working environment due to unmanageable workloads.",Recommends working here: No,Rates salary as: Average,2 years ago,"Brisbane City QLD, Australia",2.0,3.0,1.0,1.0,2.0,2.0,2.0,Suncorp
‘Hard to balance work/life with call centre roles’,Insurance Specialist,Working from home and working for a company people trust,"Lack of flexibility in changing work hours. Roster development difficult.
Late nights and weekends hard for family life.
Not great salary for the sacrifice of family life
Management heavy
Very results driven
Sales and service is actually sales",Recommends working here: No,Rates salary as: Low,6 months ago,"Brisbane QLD, Australia",3.0,2.0,3.0,3.0,3.0,5.0,3.0,Suncorp
‘A great experience once that I have no regret !’,Insurance Claims Specialist,"You get paid for the work and effort you put in. Anyone who is looking to advance their career in banking, finance and insurance would see this place as a pot of opportunities. There are plenty of chances and opportunities to advance your career and the people are great !",Being in customer service can be a challenge but Suncorp ensures that we are well trained to handle all types of situation and put the customer first!,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Suncorp
‘Regrettably wishing I wasn't fooled by great salary.’,CMO,"The employee benefits and perks are phenomenal. Great discounts. Great offers.
Salaries are high to compensate high staff turn over. Staff parties are unreal! They spare NO expense on parties. 
Annual company updates are held to provide all staff with progress and successes of company throughout the year.","Very high employee turn over due to poor management. Work/life balance is non existent which is a shame as it's a company motto. If you are an employee that works hard, wants to improve policies/procedures as they arise, have a passion to improve issues as they arise,  this is not the place for you. Unfortunately the culture here is; \""do as I say...not as I do\"" and is very much for those \""doormat\"" style workers.",Recommends working here: No,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",2.0,1.0,1.0,1.0,5.0,1.0,2.0,Suncorp
"‘Used to be the best place I worked, but now it is a sad place.’",Administration Assistant,"Insurance discounts, good salary.","This used to be the most awesome place to work, but following the new CEO and almost complete turnover of  the senior leadership team, the organisation is not a good place to work. There is no positive culture, numerous restructures, lots of redundancies and cost cutting in the last 3 years, bad leadership and staff are no longer valued. Hopefully it will get better in the future, but many very good leaders have left the business.",Recommends working here: No,Rates salary as: High,1 year ago,"Brisbane City QLD, Australia",4.0,4.0,2.0,2.0,5.0,4.0,2.0,Suncorp
"‘Great support for work/life balance, but misses the mark in understanding employee struggles.’",Advisory Consultant,Very supportive of flexible working arrangements and work/life balance.,Too much middle management. Senior leadership team don't truly understand the challenges that th coal-face face everyday.,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Adelaide SA, Australia",3.0,4.0,4.0,3.0,4.0,5.0,4.0,Suncorp
"‘While over the years I had some valuable experiences and learned much, the last few years were extremely stressful since the off shoring began.’",Policy Administration Officer,It is a large organisation and there are many departments. The company gives you 1 career day per year to try a different environment. You get 4 personal days per year to use as you wish. You are allowed 1 volunteer day per year to help a charity.,"The management style is very demeaning with little consideration of individual needs. Micromanagement is the norm and with the offshoring of many jobs, loyalty is a thing of the past. It is all about the money. There is no trust with management demanding a doctor's certificate for every sick day regardless. Job changes occur without explanation & or agreement. Opinions cannot be spoken without retribution.",Recommends working here: No,Rates salary as: Average,4 years ago,"Brisbane CBD, Queensland, Australia",2.0,3.0,1.0,1.0,3.0,1.0,3.0,Suncorp
‘A professional environment which I will always happily remember.’,Switchboard Consultant,"Work opportunities if you want to advance.  Understanding supervisors willing to help with work and family queries.   Clubs and offers if u wanted to participate.  I was very happy working for Suncorp and would loved to have continued but sadly the department I was working in was closed and I was made redundant, along with other departments.","Learning continually new procedures and training continually.  Often chosen to train staff and to help with different nationalities which was very rewarding and friendships made.

",Recommends working here: Yes,Rates salary as: Average,1 year ago,"Sydney NSW, Australia",4.0,4.0,5.0,5.0,5.0,5.0,5.0,Suncorp
‘An experience not to be repeated.’,Assistant,Good support system between people doing the same role across the companies.,"Continual changes in leadership rearranging responsibilities created an environment where the goals were constantly moved and staff were left feeling like they never accomplished anything.
Too many off shore jobs given to suppliers with unskilled staff made daily tasks onerous.",Recommends working here: No,Rates salary as: Average,2 years ago,"Brisbane City, Queensland, Australia",1.0,1.0,3.0,2.0,1.0,1.0,3.0,Suncorp
‘Nice offices but terrible management’,Finance Business Partner,Easy to move to other roles or departments,"Poor management culture;

I had to think twice before sending a simple email; people make a huge deal of every single email sent to managers and team leaders.

In my department we were about 200 employees, where only 1 came originally from a non-English speaking country (lack of diversity)",Recommends working here: No,Rates salary as: Average,2 years ago,"Brisbane City, Queensland, Australia",3.0,3.0,1.0,1.0,2.0,1.0,2.0,Suncorp
‘Too many useless/incompetent managers believing they are intelligent.’,Mobile Lending Manager,There were very few good things working for this company. Someone was always being shafted be others so they could pretend to be inportant.,Management and reports were ridiculous and too many non productive non negotiable s that interfere with actually accomplishing your work.,Recommends working here: No,Rates salary as: Low,4 years ago,"Gold Coast, Queensland, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0,Suncorp
‘Growth ’,Claims Adviser,"Flexible work arrangements, great and diverse office environment, management supportive of growth and respect’s initiative, positive cultural and one team approach. ",Upper management can be unrealistic and disengaged about what happens on the floor and workloads.,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Sydney NSW, Australia",4.0,3.0,4.0,3.0,3.0,5.0,3.0,Suncorp
‘Average’,Project Specialist,"- obtained the opportunity to implement a banking platform
- Gained a good knowledge of banking domain
-Gained a good understanding on team collaboration and way of working in agile","- Managing expectation to become a bank sme in addition to a ba role
- Lack of communication due to project delivery pressures 
- Resource constraints in the deployment of code injection to support the right behaviour from the platform",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",2.0,2.0,2.0,3.0,2.0,4.0,2.0,Suncorp
"‘Good place to work, with opportunities for education, advancement and work/life balance, but you have to work hard to actually find those opportunities.’",System Analyst Programmer,"Nice people to work with.  Good, solid technology platforms for IT staff, and they're always doing something with the latest technologies, so they stay competitive with their web-based products.","Because it's so large, it can be difficult to find opportunities to move sideways.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",3.0,3.0,3.0,3.0,4.0,5.0,3.0,Suncorp
"‘Great culture and promising opportunities, need to be resilient to change and prepared for uncertainty.’",Project Specialist,"Work/life balance 
Learning and development 
Contribute to the group's vision and strategy (if you're in the right team)","Instability with workforce - continual organisational restructuring resulting in possible redundancy outcomes.
Inexperienced leaders/managers in areas.
Disorganised service and operational models (result of continuous restructuring)",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Brisbane City, Queensland, Australia",3.0,5.0,4.0,3.0,4.0,4.0,3.0,Suncorp
‘Suncorp generally looks after its employees but I had a bit of a negative experience at the end (being made redundant on maternity leave).’,Resource Scheduling Administrator,Great HR practices in place. Forward thinking management practices which take employee well-being into consideration.,"Can be like working for the government (a bit bureaucratic) because there are so many companies beneath the Suncorp umbrella and the goal is to have them all working in the same way so sometimes for one thing to change in one company it requires approval at a high level. Also, I was made redundant on maternity leave which is legal but I felt it was a bit unfair.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Adelaide, South Australia, Australia",5.0,4.0,4.0,4.0,3.0,4.0,4.0,Suncorp
"‘Some great teams/depts, some average, and some poor’",IT Project Leader,Good employee benefits and ability to work from home,Management and their constant need to restructure even in the midst of major projects such as the relocation of a data center.  Management's preaching of DevOps and failure to practice it.,Recommends working here: No,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",3.0,4.0,3.0,1.0,4.0,4.0,3.0,Suncorp
"‘Great culture, fantastic people.’",Human Resources Officer,Flexible working - Work life balance. Culture. Brand. Development Opportunities. Benefits. ,"Onboarding was a little unstructured and difficult to find my feet, however everyone is helpful and supportive if you ask. ",Recommends working here: Yes,Rates salary as: High,1 year ago,"Brisbane City QLD, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Suncorp
‘A bank trying to be all things in the Financial Service industry’,Management,Great industry the Life operation is small but quick to respond to market,A bank trying to manage all businesses under a bank model.  This cannot work when you apply it to a small life operation with a massive presence in the general insurance side.,Recommends working here: No,Rates salary as: Average,4 years ago,,2.0,3.0,3.0,2.0,3.0,4.0,3.0,Suncorp
"‘As a great networker, Suncorp provided many avenues for a successful career and most of the 10 years were rewarding and enjoyable.’",Learning And Development Facilitator,"I had an amazing career with Suncorp - 10 years in fact. Most of my jobs, colleagues and management over the years were supportive and caring and provided me with the skills to keep moving onward and upwards. The skills I have gained working for Suncorp have set me up to run my own small business and to manage my own family's finances effectively.","In some areas I felt that middle management didn't \""walk the talk\"" which was very frustrating. It seemed as if the innovative messages being \""created\"" by higher levels wasn't being honoured and staff were receiving mixed messages which resulted in low motivation and low staff morale. It felt as if middle management was expanding as the \""workers\"" thinned out which finally led to my decision to start fresh.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",4.0,3.0,4.0,3.0,4.0,4.0,4.0,Suncorp
"‘Great team player, adapt various roles, motivate to build healthy atmosphere  and emphasis on team bonding activities.’",Software Engineer,"Partnering, working on brand specific websites, spiking technology oriented solutions and great support from business, secondments.","Acceptance and buying from team, which depends on leadership style, leaders expect individuals to execute leadership quaities, no matter how good you are within team as a team player if you don't have acceptance from team you are not successful.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,4.0,3.0,2.0,2.0,2.0,4.0,Suncorp
‘A good place for career growth’,Analytics,Great career growth and opportunities if you’re willing to work hard enough. Someone diverse and very very innovative in the way they do things. Really look after the employees - was planning to stay for few years and stayed over 10 years with the company which says a lot.,Sometime people are driven only by bonuses in their day to day work.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",5.0,3.0,3.0,4.0,5.0,3.0,4.0,Suncorp
‘Fast paced environment with processes constantly evolving. ’,Customer Service Role,Work/life balance.  Especially for parents.,Different team leaders run things according to their own wishes.  I would be able to work from home with one team leader but not meet the criteria of another.  Making the system unfair.  ,Recommends working here: Yes,Rates salary as: High,6 months ago,"Brisbane City QLD, Australia",5.0,5.0,4.0,4.0,4.0,5.0,4.0,Suncorp
‘I've worked for Suncorp previously in a different role and couldn't wait to get back there. No other company I've worked for has the same culture and focus on their staff.’,Claims Advisor - Workers Compensation,"Great people culture, lots of opportunities for career progression and great employee benefits.",The workload is a bit full on at timed.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"NSW, Australia",5.0,5.0,5.0,5.0,5.0,5.0,4.0,Suncorp
‘Enjoyed most of the work while there. Work was challenging gat times and got a lot of opportunity to share knowledge. Worked alongside some very bright and talented individuals. Very few really inspirational managers (and a leader layer was almost absent)’,Senior UX Designer,"Good teams, with friendly and supportive team members. Worked on variety ofd projects and ability to work form home was good.",Working for a large corporate with lots of institutional KPI's. UXD and HCD awareness is very low throughout most of the management. Large project tend to chew to people and burn out talented team members. Some middle managers seemed to abandon the core values when big challenges arose and projects were late.,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Brisbane City QLD, Australia",3.0,4.0,4.0,3.0,4.0,4.0,4.0,Suncorp
‘Great people with work life balance’,Client Service Officer,Work life balance. Able to work from home. Opportunities to grow and learn different parts of the business,Communication. Poor management,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,5.0,3.0,2.0,3.0,3.0,4.0,Suncorp
‘Not one that I would want to repeat’,Credit Risk Analyst,"Ability to work from home, if it suited management
Flexible work hours
Good team environment in my immediate team.  Did not transfer to the wider team environment.
Ability to participate in share issues.","Restructures are the norm rather than the exception.  In five years experienced four restructures.
Cost cutting environment.  More work for less people.
Working from home and flexible hours sounds good however was only available if management were accepting of the policy and then hours and work location were at managers not my discretion.",Recommends working here: No,Rates salary as: Average,2 years ago,"Brisbane City, Queensland, Australia",3.0,4.0,2.0,2.0,4.0,2.0,2.0,Suncorp
"‘Great workmates, fun people, average experience.’",Sales Assistant,"Great team to work with, always had a blast, the people make the work place what it is.","Management and their constant reshuffles, when you comfortable at one location, they up and move everyone.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"North Lakes, Queensland, Australia",3.0,4.0,4.0,2.0,4.0,3.0,3.0,Suncorp
"‘Felt like a Frat house, one big party.... not in a good way’",Customer Value Specialist,"Ability to pick up extra hours, change shifts when required. Working from home","Management would rather focus on their social lives and when the next staff party is then do their job, don't follow up with promises and actions, lack of response from higher up, made to feel guilty for sick days, not a customer service role as advertised, sales role, targets even when sick",Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",3.0,5.0,3.0,2.0,5.0,5.0,3.0,Suncorp
‘Working in Suncorp has given me the opportunity to work within different areas and diversify my experience.’,Implementation Project Manager,Opportunities to work in different businesses within the same group.,Juggling costs and resources to effectively deliver on expectations.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",3.0,4.0,4.0,3.0,4.0,4.0,4.0,Suncorp
