title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
‘A good place to work for the right people’,Trainee Manager,"Flexible working hours
It is not the usual office job, you are actually on your feet for most of the time. Most of the teams I worked with are very friendly and consider you as a family. ","Having too much to do within a short period of time. The expectations are too high that meeting them requires you to work more than your rostered hours. Depending on where you work, you may be threaten by some customers caught stealing. Senior management does not know the challenges faced by the ordinary level staff because they depend on managers who only tell them what they think will please them. They don't nurture talent. Suggestions from junior staff are hardly implemented or portrayed as someone's else.",Recommends working here: Yes,Rates salary as: High,1 year ago,"NSW, Australia",4.0,3.0,3.0,2.0,1.0,5.0,3.0,ALDI
"‘Overall I learnt a lot from my 4 and a 1/2 years at Aldi, mostly about what a bad culture and the effects of poor work life balance and what I take from the experience is how to prioritise my work rights. I would never return nor would I recommend Aldi as’",Trainee Assistant Store Manager,The pay was decent but the pressure to match did not meet what was offered. Opportunity was always there to move up the ladder due to staff retention being so poor. ,"Work life balance was poor, constant pressure to achieve impossible targets, incredibly physical work, pressure to work 12 hour shifts with no breaks with shift gaps of less then 6 hours. ",Recommends working here: No,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",4.0,1.0,1.0,3.0,1.0,4.0,2.0,ALDI
‘Best job I have ever had but the business is changing.  You are made to feel expendable and your opinion does not count.’,Store Manager,Fair pay for hours worked. you get paid for every hour you work and aren't forced to do unpaid overtime,Middle to senior management are young  have little experience in retail and won't hear advice from those who have. They are good with figures and new ideas but don't realize the impact their decisions have at floor level.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,2.0,4.0,4.0,2.0,2.0,5.0,4.0,ALDI
‘You work heard for your money  ’,Store Assistant,"Pay rate is good although its not easy money you work hard for your money, its an active job and flexible hours. Great opportunities for career development if you show you can work well. ","Customers make your job really hard as they treat you so badly because its it \""cheaper\"" grocery store. You work in a small team meaning lots of work divided by 3-4 people is a challenge. Management in my store was poor leading me to leave.  ",Recommends working here: No,Rates salary as: High,6 months ago,"NSW, Australia",5.0,2.0,2.0,1.0,1.0,5.0,3.0,ALDI
"‘You are allowed to perform a variety of tasks which keeps the work interesting, and less mundane. The people and customers are generally good and you are looked after by the company.’",Retail Store Assistant,"A good challenge, keeps you motivated and good variety of tasks/jobs within one role.","Fast-paced environment that expects you to be hands on, learn quickly and constantly be prepared to challenge yourself and improve your performance.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",3.0,4.0,4.0,4.0,4.0,4.0,4.0,ALDI
‘Work life balance is great’,Transport Operator,"Work life balance,good shifts",No challenges easy work.,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Brendale QLD, Australia",4.0,5.0,5.0,4.0,1.0,4.0,4.0,ALDI
‘A great leaning block and opportunity for growing.’,Retail Store Assistant,"The challenge of the new day and what it might bring, great management, friendly staff and flexible hours.","Pushing yourself to meet time margins, scanning items at a fast pace, calculating change in your head and constantly going and bring on your feet.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Mudgee, New South Wales, Australia",5.0,4.0,4.0,5.0,3.0,5.0,5.0,ALDI
‘It can be a career and not just a job.’,Deputy Manager,"Above award wage, friendly work environment and a company willing to train you to work your way up.",Time management on busy days.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Hervey Bay, Queensland, Australia",5.0,4.0,5.0,5.0,4.0,5.0,5.0,ALDI
‘Best experience ever in my life.’,Part Time Retail Assistant,"Good things in my experience is the opportunity to learn new things in store and working with great friendly staff. It's given me an opportunity to advance in Retail Assistant, customer service and take advantages of learning new things.",Challenges will only come into place when you let it happen from time to time otherwise you can always stop and ask for help.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Salisbury, Queensland, Australia",5.0,5.0,4.0,4.0,4.0,4.0,5.0,ALDI
"‘If you're there just to get a paycheck then this is the place for you, if you want to progress, maybe look elsewhere’",Warehouse Operator,"Structured environment, good work life balance","Management not overly supportive of progression.  They like the \""just do and don't ask questions\"" method.  Those that follow this and don't ask question get prefferrable treatment",Recommends working here: Yes,Rates salary as: High,4 years ago,,2.0,4.0,4.0,3.0,2.0,4.0,4.0,ALDI
‘Tried hard to fit in but didn't make the cut.’,HC/MC Driver,"Newish, well maintained trucks. Paid for all hours worked. However agency paid a lower rate what originally agreed upon. This was common .",Difficult to be accepted. Extremely clicky management. Quite a few drivers who drive a truck like a racing car and have limited respect for safety.,Recommends working here: No,Rates salary as: Average,4 years ago,"Stapylton, Queensland, Australia",2.0,2.0,4.0,1.0,1.0,1.0,2.0,ALDI
‘Inexperienced and young team leaders are a joke’,Pick Packer,"4 days a week is good
","The only thing I felt challenging was trying to make conversation and friends with unresponsive and uptight section leaders who have no communication skills, unless you’re a permanent.  ",Recommends working here: No,Rates salary as: High,6 months ago,"Dandenong South VIC, Australia",1.0,4.0,3.0,1.0,2.0,1.0,1.0,ALDI
‘Its rewarding forfilling working with the high quality standards Aldi brings.’,Retail Store Assistant,"Gives you great responsibility, managerment system is top of its class hands situation well and keeps a calm environment.","Time managerment, keeping standards of the work place up and keeping up with the high pace environment.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Sebastopol, Victoria, Australia",4.0,3.0,4.0,5.0,4.0,4.0,4.0,ALDI
"‘If you enjoy monotony, dealing with inept management regularly and always having to watch your back -  go for it.’",Trainee Store Manager,"Good entry level money but that's it. If you want to advance anywhere with Aldi you need to give them your soul. I was averaging 55+ HRS per week on a 38HR Contract with no recompense. When I approached management it was dismissed instantly, on numerous occasions.","Challenges within the job was management (upper and lower). The Aldi culture seems to be one not based on merit but who knows who. It needs a massive culture change. Also, training is dismissed as upper management don't particularly want to train people as it gets in the way of store productivity rating. Also,ALDI tends to work on a small number of productive staff they do not believe in full time work instead they use smaller teams of staff usually on part time hours to get jobs done quicker to rely on productivity bonus, everything in ALDI is timed to the minute.	
ALDI tends to work on a small number of productive staff they do not believe in full time work instead they use smaller teams of staff ususally on part time hours to get jobs done quicker to rely on productivity bonus, everything in ALDI is timed even down to going outside and litter picking a car park you may laugh when you see this but it is true. ALDI are one of the few companies who control the loss and gain by making the staff mark off palets as they arrive for delivery they will often deliberatley take things off the order or ask managers to hide things in an attempt to catch staff out this to me is very childish and unprofessional of a company that on paper is doing so well. The training at ALDI is almost non existent you are thrown in at the deep end almost from day one and alot of management and current staff use new starters to do all the horrible tasks that they do not want to complete. The registers (which everyone must learn) they are set for you to work incredibly fast but in order to do so you must remember at least over 100 PLU numbers on the tills - again management will often send in area managers in plain clothes with test trollies in a bid to keep staff in check. I worked at Aldi for 18months. Also, the bonuses only kick in if you're an Assistant or Store Manager or above - otherwise, best of luck to you.",Recommends working here: No,Rates salary as: Average,4 years ago,"Alfredton, Victoria, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0,ALDI
‘You could do better. ’,Retail Sales Assistant,Build good relationships with other store assistants if you’re employed in a good store,Working with lazy and incompetent managers that throw out orders and jobs yet won’t help the team,Recommends working here: No,Rates salary as: Average,1 year ago,"Maitland NSW, Australia",2.0,3.0,2.0,1.0,3.0,2.0,2.0,ALDI
‘They expect the world but give you stones to create it.’,Store Management Trainee,"Great pay, excellent work relationships","Work life balance was terrible, they have set times to complete tasks such as running ambient, chiller and freezer pallets. You're expected to have scan rates of 1000+ items per hour. All achievable over time but there's a lot of pressure.",Recommends working here: No,Rates salary as: High,3 years ago,"Beenleigh, Queensland, Australia",2.0,3.0,2.0,2.0,3.0,4.0,1.0,ALDI
"‘You will never get told you did a good job, but they hand out written warning like jelly beans.’",Manager,"I liked starting at 6am so you could get stuff done in the afternoons but then you may have to work till 10:30 at night 
You never need to go to the gym because you are running around all day and lifting weights too.",Half the time the store will run with only 3 staff so if ANYTHING go's wrong... good luck,Recommends working here: No,Rates salary as: Low,4 years ago,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,ALDI
‘They use u up like a work horse with the promise of full time after 6 months .then let you go and replace you ’,Storeperson,The pay rate is good as weekends are time and a half then double time . Only 5 hour shifts as well,"It's a very fast passed role high kpi, so most co workers are young and fit. They will do what it takes to make sure they pick more than you .and your only on as a  part time . So getting shifts can be a problem ,the worst part is after 6 months your supposed to get full time .so you stick it out for half a year only to be let go at 6 months without a valid reason why . ",Recommends working here: No,Rates salary as: Low,6 months ago,"Prestons NSW, Australia",2.0,3.0,2.0,1.0,1.0,1.0,2.0,ALDI
"‘As of writing this add, there is 118 positions in Victoria available.  They CHURN staff weekly. ’",Trainee Store Manager,"Some of the staff, and not much else","Management, toxic environment if your not in the \""Click\"" with manager and assistant.  time lines and lack of staff to do the role ",Recommends working here: No,Rates salary as: High,6 months ago,"Mornington Peninsula, VIC, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0,ALDI
‘Average’,Truck Driver,Work and life balance,Big pressure/ask to perform you perfect job without create perfect conditions/many responsibilities on driver on all levels(from warehouse to stores) which shouldn't be/poor and irresponsible management in the last years,Recommends working here: No,Rates salary as: Average,2 years ago,"Prestons, New South Wales, Australia",3.0,3.0,3.0,2.0,2.0,4.0,3.0,ALDI
"‘My experience so far has been good, I have learnt quite a bit and I enjoy working in a fast paced environment.’",Retail Assistant,"The balance between work and my life is great, being a retail assistant you either get most of your morning off by doing 3-9 or afternoon off by doing 6-12. You get some weekends off too which is good because everyone needs a social life. I also enjoy working in a fast paced environment because it doesn't get boring, there's always something to do and it goes quick!","When you're running behind things can get stressful, if your not good with money it may be a challenge to calculate change manually but practice makes perfect",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Queensland, Australia",4.0,4.0,5.0,3.0,3.0,4.0,4.0,ALDI
‘Frustrating would be an understatement.’,Casual/Part Time Sales Assistant,The staff can have a lot of fun when a day goes well. Some of the regular customers were great to talk to.,Working with managers that weren't co-operative or had the best interests of their staff in mind. Early mornings to stock shelves and late nights to clean the store were annoying.,Recommends working here: No,Rates salary as: Average,4 years ago,"Bendigo, Victoria, Australia",4.0,3.0,3.0,2.0,1.0,4.0,3.0,ALDI
‘Yeah i mean its a 50/50 like if youre hella dedicated and can deal with bu11sh1t then you can make this work’,Retail Sales Assistant,"I enjoyed who i worked with and being able to experience new things even though there werent many, my favorite part about the job was assiting customers with the specials",Challengers would be how mind numbing it is for new  people cause they just get put on tills  24/7 and never get a chance to experience new stuff cause theres never enough people on to be able to take over for you so you can learn other stuff,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Darra QLD, Australia",1.0,2.0,4.0,3.0,3.0,4.0,3.0,ALDI
‘Would love to work here but unfortunately you must be available for weekend work and that's just one thing I'm not able to commit to.’,Driver,"The workers a nice and genuine,the ones who are behind the desk are real helpful there s just a few who look down their nose at you ","Job is easy and nothing much to it,just gotta get in and have a go.
",Recommends working here: Yes,Rates salary as: High,6 months ago,"Stapylton QLD, Australia",2.0,1.0,2.0,1.0,3.0,3.0,2.0,ALDI
‘Not for single parents especially those with no home support to help care for children’,Store Assistant,Great fast paced work environment for those who love a challenge & love to push themselves.,Speed & accuracy is always going to be the biggest challenges working here. You’re expected to maintain a speed average while being as accurate as possible in all that you do.,Recommends working here: No,Rates salary as: Average,2 years ago,"Fairfield NSW, Australia",3.0,1.0,5.0,5.0,1.0,5.0,4.0,ALDI
‘Good’,Store Assistant,My store wasnt so great management and life/work balance was shocking,Management expect so much,Recommends working here: No,Rates salary as: High,2 years ago,"Bunbury, Western Australia, Australia",4.0,3.0,4.0,3.0,3.0,3.0,2.0,ALDI
"‘It's live to work, not work to live’",Retail Assistant,"The salary, decent break times","Understaffed, extremely long hours, never finishing on time, always rostered to work weekends - your manager either makes or breaks this job",Recommends working here: No,Rates salary as: High,1 year ago,"SA, Australia",3.0,1.0,2.0,3.0,2.0,3.0,2.0,ALDI
‘Perth Aldi has the higest turn over of staff I’ve ever seen.’,Picker And Packer,Good money and work hours,Management has no idea what they are doing and love to remind you how lucky you are to have the job and how you can be replaced at any point,Recommends working here: No,Rates salary as: High,1 year ago,"Jandakot WA, Australia",1.0,3.0,3.0,1.0,3.0,2.0,2.0,ALDI
‘Shift supervisor .’,Deputy Manager,Great opportunity for career progression,The hours & rotating shifts can be hard to manage .,Recommends working here: Yes,Rates salary as: Average,4 years ago,,5.0,3.0,3.0,3.0,3.0,5.0,4.0,ALDI
"‘If you have no intention of maintaining a social life or recreational interest, ALDI is the perfect place to earn a lot of money.’",Store Manager Trainee,"Very progressive and different company, opportunity to progress with hard work, good pay, good perks (holidays, sick leave, lieu hours)","Management constantly have unrealistic demands and expectations, long work hours for Trainees and managers, new tasks and SOEs always being implemented.",Recommends working here: No,Rates salary as: Average,9 months ago,"Perth WA, Australia",3.0,1.0,2.0,1.0,5.0,3.0,3.0,ALDI
‘You feel appreciated and there’s lots of opportunity for career advancement’,Assistant Store Manager,We get paid for all of our time unlike most other retail/hospitality management positions ,It can sometimes be a bit repetitive ,Recommends working here: Yes,Rates salary as: High,6 months ago,"Brisbane QLD, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,ALDI
‘Difficult attitudes of colleagues goes unnoticed. Complex and unnecessary policies create a stiff working environment.’,Office Admin,Challenging roles. Renumeration.,The people. The culture.,Recommends working here: No,Rates salary as: High,1 year ago,"WA, Australia",3.0,3.0,2.0,3.0,2.0,3.0,3.0,ALDI
"‘Amazing. Probably the best retail employer in the country. If you're a student, this is an excellent part-time gig.’",Retail Sales Assistant,A truly amazing management team and environment.,You are expected to put in exception effort in every key area. Aldi stores operated with a fraction of the staff compared to Coles or Woolworths.,Recommends working here: Yes,Rates salary as: High,6 months ago,"New South Wales, Australia",5.0,4.0,5.0,5.0,5.0,5.0,5.0,ALDI
‘They don't care’,Store Assistant,Can't really say much about anything good working here besides some of the team being good to work with.,"Unrealistic targets, they treat you like a number not a person.
Yes the job is hard but without making the right decision by the manager you can't meet budget and never make your hours.",Recommends working here: No,Rates salary as: Low,2 years ago,"Glenmore Park, New South Wales, Australia",2.0,2.0,2.0,2.0,2.0,2.0,2.0,ALDI
‘Hard working environment and terrible management’,Personal Assistant,Great working hours and location,Management and unnecessary high pressured environment,Recommends working here: No,Rates salary as: High,4 years ago,,2.0,4.0,1.0,1.0,3.0,2.0,2.0,ALDI
‘Hard work with good reward’,Assistant Store Manager,Great team environment,Having to work extremely hard and continuous,Recommends working here: Yes,Rates salary as: High,4 years ago,"SA, Australia",5.0,3.0,4.0,4.0,4.0,4.0,5.0,ALDI
‘Good job but expect wo work hard and managers have high expectations of you’,Store Assistant,"Good pay, time went quick, good social aspect with customers","Managers expect you to have short breaks, managers also expect you to work every shift that you are not working",Recommends working here: No,Rates salary as: High,4 years ago,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,ALDI
‘Madness’,Store Manager,It pays very well. Store culture is great . Just very challenging but fun.,Always on the go. Hektik. Minimal staff which means u need to be more versatile in ur role.,Recommends working here: No,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",3.0,3.0,3.0,3.0,2.0,4.0,3.0,ALDI
