title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
‘An absolute headache and burnt out’,Sales Consultant,You can take days off whenever you feel like it,Nothing is ever good enough no matter how well you do - Stay away from this company,Recommends working here: No,Rates salary as: Low,2 years ago,"Melbourne VIC, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bupa Wellness
‘Glad to be out of there.’,Claims Analyst,Lots of morning teas,"Complicated processes and poor management on rewards, recognition or penalties",Recommends working here: No,Rates salary as: Low,4 years ago,"Brisbane, Queensland, Australia",1.0,1.0,1.0,1.0,3.0,3.0,1.0,Bupa Wellness
‘Great’,Sales Coach,Great team great commradery,Staff turnover and lack of experience,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Perth, Western Australia, Australia",5.0,4.0,4.0,4.0,5.0,5.0,1.0,Bupa Wellness
‘Stressful’,Customer Service Representative,Co workers & employee benefits for health cover,Middle management have no care about their employees were just a number that makes them money,Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne VIC, Australia",3.0,5.0,4.0,2.0,3.0,5.0,2.0,Bupa Wellness
"‘It's a good company to work at in general, however there are some limitations in certain part of the business.’",Health Coach,Working with great people,Constant pressure to keep up with KPI and lack of diversity,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,4.0,5.0,3.0,4.0,4.0,4.0,Bupa Wellness
‘I had a poor experience due to pressures to do things outside of policy guidelines’,Finance,There were good benefits particularly around health insurance,Management pressure employees to do things outside of their own policies. When challenged this is very much frowned upon.,Recommends working here: No,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",2.0,3.0,1.0,1.0,4.0,3.0,1.0,Bupa Wellness
‘Never been treated as unprofessionally anywhere EVER’,Information Technology,Good people at lower levels,Nepotism and cronyism is rife,Recommends working here: No,Rates salary as: Average,3 years ago,Melbourne,1.0,3.0,3.0,1.0,4.0,1.0,1.0,Bupa Wellness
‘Work & life balance’,Compensation Damages Advisor,Work life balance insurance discount,Opportunity to move up,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,Bupa Wellness
"‘Yes for a stable job, but no room for development’",Optical Dispenser,"Average pay, good customer base","It's not a fair roster to work with, management won't do much about it even they know the problems",Recommends working here: No,Rates salary as: Average,2 years ago,"Chatswood, New South Wales, Australia",1.0,3.0,3.0,2.0,3.0,1.0,1.0,Bupa Wellness
‘Great place to work if you have no ambition and another source of income.’,Call Centre Consultant,"Happy environment, good facilities, good team leaders.",Making ends meet on the poor salary offered,Recommends working here: No,Rates salary as: Low,2 years ago,"Brisbane City, Queensland, Australia",2.0,1.0,4.0,4.0,3.0,4.0,3.0,Bupa Wellness
