title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
"‘Working for the biggest & most successful Telecommunications company, makes you feel so positive & energized !’",Customer Advisor,"Heaps of training provided, even if you are new to field of telecommunications. Great commission oppertunities","Very busy stores, so you have to let that go around you and concentrate on your current customer & what solution's you can provide for them",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Chermside, Queensland, Australia",5.0,5.0,4.0,4.0,4.0,5.0,5.0,Telstra
"‘I am grateful for the opportunity to perform various roles within the organisation to achieve meaningful outcomes for the customer and organisation, as well as enabling me to work around Family commitments.’",Senior Project Manager,"1. Most people at Telstra come to work to make a positive difference for customers and business. 
2. The managers I worked for allowed be flexibility to achieve the results expected. They didn't tell me how to do my job, they mentored me. 
3. Flexible working enabled by corporate culture to embrace it, and collaboration tools to collaborate effectively anywhere in the world. ","1. knowledge management: different systems, no documentation standard (e.g. for processes, work instructions etc). 
2. System complexity meant high cost to change systems. 
",Recommends working here: Yes,Rates salary as: High,6 months ago,"Ballarat VIC, Australia",5.0,4.0,4.0,4.0,3.0,5.0,4.0,Telstra
‘Working through the restructure and trying to keep focused. the company has lost its direction’,Customer Service Role,Opportunity to work in any job regardless of where you live. New offices with FWOW are good,Current restructuring is so demoralising and morale & productivity are extraordinarily low,Recommends working here: No,Rates salary as: Average,1 year ago,"Sydney NSW, Australia",2.0,2.0,2.0,1.0,2.0,4.0,2.0,Telstra
"‘Telstra to a \""T\"" An inspirational company to work for with a supportive, cohesive team at all levels’",Visual Merchansise Coordinator,"Great team culture. Happy, supportive team who enjoyed their work.
Great products, systems, support that made it enjoyable.
Working with the latest in products and technology with the best support systems is very motivating.
A professional work environment",Keeping up with all of the changes and newness across all of the technology on offer. Need to make sure you keep learning about all of the products and services on the intranet and through all other external means.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",5.0,5.0,5.0,5.0,4.0,5.0,5.0,Telstra
‘My experience at Telstra was such that I would like to get a job back at Telstra.’,Technical Officer,"If you are inclined to career climbing, Telstra gives you many options and opportunities. The work/life balance is mostly good and time is generally negotiable for urgent matters. The working environment is as good as any large company can manage and with government regulation, WHS is maintained. When I was working at Telstra, I had an RDO once a fortnight which was an excellent opportunity to complete home projects.","Although Telstra is officially an equal opportunity employer, in the telecomunications field, the gender ratio was a long way from even. This may be because the communication field does not attract women.",Recommends working here: Yes,Rates salary as: High,4 years ago,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Telstra
‘Dont be scared of a good challenge’,Solutions Advisor For NBN And DOT,"Alot of history in australia. Not just telco.. telstra expands over seas to many other industries. Health, government and television. Did you know telstra is responsible for bringing you the olympics? A team is sent over to assist with our networks in broadcasting back to australia. This is managed by the Global Opperation Centre in Clayton, Vic. So the next time you think telstra.. dont JUST think phones!",Fast paced. Forever changing and you need to learn to adapt quickly. Any arm of telstra has its challenges and we look for people who love to be the best and go above and beyond to reflect our passion for what we do.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,4.0,4.0,2.0,5.0,5.0,5.0,Telstra
‘I fondly remember my tine at Telstra and am still in contact with many that worked there.’,Customer Relations Officer,"I worked in the Complaints department. All staff including mangers were very proffessional but at the same time, friendly down to earth approachable people.",The customers complaints were the challenge as they were usually very upset by the time they reached our department. The challenge was to use the systems available as promptly as possible to find a suitable resolution to the complaint in a timely manner,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Glen Waverley, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Telstra
‘The hardest retail environment & hardest job with little to no recognition’,Tech Expert,Good friendship with colleagues but that was because we were at the same place doing a job that was tough.,"The lack of training & updating of training in products (I was at a retail store & we never had updates from management or suppliers about products), the pay was poor, management didn't react to major problems very quickly or very well. Management paid lip service to everything so it was hard to believe / trust anything. It was hard to do anything outside of your job description as there was so little support.",Recommends working here: No,Rates salary as: Low,4 years ago,"Kotara, New South Wales, Australia",2.0,3.0,3.0,2.0,3.0,4.0,3.0,Telstra
‘Telstra is the company that touches the lives of millions and really is an employer of choice.’,Trainer And Assessor,"Working for Telstra had a huge impact on my life. Being to work for a corporation that has fantastic products, excellent support and plenty of opportunities for career development. I feel like I learnt so many things about exceeding customer expectations, working hard within a enthusiastic team environment and embraced the companies values.","As my role was made redundant, the industry itself having shifting more roles overseas.
Lots of regulations that made the industry very competitive at government level.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",5.0,4.0,5.0,5.0,5.0,5.0,5.0,Telstra
‘Working towards Innovating Customers Businesses and helping them Sustain and Grow’,Technology Solution Specialist,Telstra is leading in innovation and Technology. why would you want to work anywhere else when job is to keep customer informed of most innovative technologies and sell solutions,"Some times i feel like nothing gets done internally but when i heard from my former colleagues who moved else where, it is just the same every where. Telstra is trying to improve this which is great!",Recommends working here: Yes,Rates salary as: High,4 years ago,"Perth, Western Australia, Australia",5.0,4.0,5.0,4.0,4.0,5.0,5.0,Telstra
‘You get what you work for.’,Sales Consultant,You get what you work for with great rewards & recognition for acheiving beyond the targets set out. The ability to change locations to suit your lifestyle. Support from higher management to acheive the goals you set for yourself is definitely the main perk.,The workplace can be a high stress environment at some times as some customers can feel very strongly about issues they have had. I have had customers become violent towards me even while trying to calm the situation but this is also a good thing as I've learnt a lot about complaints resolution.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Morayfield, Queensland, Australia",5.0,4.0,4.0,4.0,5.0,5.0,5.0,Telstra
"‘Good place to learn new skills, but lack of opportunities for growth, forget about going to HR as a last resort mediation, as the management team has a good way of turning things around to make this an employee issue, even when they are presented with evi’",Customer Service Role,"Work life balance, location close to transport, the people are great, staff discounts are ok.","Lack of direction, poor management, development opportunities is not based of skills and hard work, but social relationships, in some departments if you're not socially mixing with the right group you will find yourself never progressing past a call centre operator. If you are fortunate to be offered development opportunities you will find you'll be placed in a secondment role for a few years before being promoted into that role.",Recommends working here: Yes,Rates salary as: Average,6 months ago,"Brisbane QLD, Australia",3.0,4.0,2.0,2.0,2.0,3.0,3.0,Telstra
‘Telstra is all about the passionate dedicated team’,Sales Director,It is wonderful to work with such a passionate and smart team. Telstra is like an industry all within the one company - you can gain experience at all levels and across different products and disciplines eg mobiles and product management and then sales and data products.  The benefits of working at Telstra are very wide  - there are financial benefits but also working for a company with such a strong reputation for technology and innovation is always a plus.,For some people the size of the organisation can be a challenge,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",5.0,4.0,4.0,4.0,5.0,4.0,5.0,Telstra
‘I love my job and I love working for such a well known and respected Telecommunications provider!’,Land Access - Network Design,Working for a Corporation which is dynamic and always growing and adapting to changing technologies and circumstances.,As a contractor working for Telstra there are often a challenges due to the fact that there is a clear separation between Offical Telstra employees and contractors. This sometimes creates a divide between staff who work together but are divided by the company they are paid by.,Recommends working here: Yes,Rates salary as: Average,3 years ago,Brisbane,5.0,5.0,5.0,3.0,4.0,4.0,5.0,Telstra
‘Great place if you are single and starting out but not a place to work if you have a family.I was relieved when i was made redundant.Management likes to hear positive words only or else be prepared to go through hell.There are better companies out there w’,Senior Network Engineer,Great talented people to work with and awesome cutting edge technologies mixed with a generous pay just above the average salary market.You will be trained in various platforms and so many opportunities to learn new things and meet people in the community across Australia.,"The company is driven by continuous short term projects with limited budget. Management work collaboratively with offshore teams in India & Philippines to get projects across the line. Therefore standards are low coupled with strict deadlines, over-demanding tasks, a requirement to work over normal hours, no work life balance.HR is based in philippines too.Moral is always low among employees,you can get burnt out easily, cost cutting and benefit cutting increases over years.Mates club with family members in the company at senior management levels.Career progression is low.Values have eroded completely and be prepared to live the values of a third world country.",Recommends working here: No,Rates salary as: Average,9 months ago,"Melbourne VIC, Australia",2.0,1.0,2.0,1.0,5.0,5.0,2.0,Telstra
"‘I learned, I grew, I developed my skills and I succeeded’",Business Account Executive,"A generally friendly team ready to work and learn together
Everyone bands together due to the challenges working in retail holds 
Always an opportunity to move and grow as well as great perks in terms of commission and rewards","The customers get angry with Telstra and take it out on staff
Telstra has a negative image due to bills which means that customers view the staff as people only wanting the sale and the reward 
Demanding knowledge base that is always changing",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Dubbo, New South Wales, Australia",4.0,3.0,5.0,4.0,5.0,4.0,4.0,Telstra
"‘Great strategies and ideas, however slow to genuinely demonstrate genuine change and execute plans.’",Senior Business Specialist,"Customer focused, autonomy, access to broad business, people genuine desire to improve and above average remuneration and benefits.","Slow to engage, demonstrated command and control style leadership, lack of alignment across departments, operationally reactive rather than proactive, less equality than promoted.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",2.0,3.0,3.0,3.0,4.0,1.0,3.0,Telstra
"‘I've worked in many different parts of the business across multiple cities and today I can do my job anywhere, anytime.’",Portfolio Manager,The base policies of Telstra are about working flexibly with a big focus on diversity and equality. The options to advance ones career domestically and globally are extensive.,"As a large organisation it often hard to navigate around the business to get things done. Once you learn the organisation, anything is possible.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,4.0,4.0,4.0,5.0,5.0,Telstra
‘Telstra has taught me a lot of customer service and people skills which will benefit me in any position I move into going forward’,Sales Consultant,Very flexible working conditions. A diverse team where members have a lot of experience which greatly helps when it comes to supporting employees who are very new to the sales industry.,Dealing with very complex billing issues because we don't always have the resources to solves every issue.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",5.0,4.0,5.0,5.0,4.0,5.0,5.0,Telstra
‘Would do it all over again in a heartbeat. ’,Sales Consultant,Enjoyed working with a tight team. Programs become easy to use after a couple of weeks and it’s a fun job!,Clients/customers. They need your attention whenever and wherever you may be/might be doing. ,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Brisbane QLD, Australia",3.0,2.0,5.0,5.0,4.0,5.0,4.0,Telstra
"‘Rewarding I wouldn't undo my time there,  I met the love of  my life at Telstra.’",Quality Evaluator,I had a fantastic manager who was supportive and taught me a lot. I had career progression and enjoyed my time with Tealstra thoroughly.,At times I found that projects would chop and change with little notice. But that is the media industry and it's helped me to be more flexible.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,4.0,5.0,5.0,5.0,5.0,5.0,Telstra
"‘I tried to do the best job I could in difficult circumstances, but was despised for it.’",Telecommunications Technician,"I enjoyed the physically demanding and intellectually stimulating nature of the job in my work as a Field Technician over 35 years in various customer-facing roles. I found that working in company with groups of individuals who had the commitment to provide the best that they could to a very high standard to be both educative and inspirational. The people I worked with were open and willing to giving advice and assistance without hesitation or prejudice. While it was impossible to avoid personality conflicts all of the time, mutual respect for the individual was evident due to the knowledge, skills, capabilities, and experience that each of my colleagues possessed. I enjoyed the challenges related to the problem-solving aspects of my day-to-day work as they continued to help me learn and develop my knowledge and skills. I gained satisfaction in the belief that I was trying to make a worthwhile contribution to the country and that I was involved in an industry that contributed to the nations' prosperity.","As a member of the field workforce in various roles over 35 years service, the greatest challenges revolved around giving service to the country in an industry that, by and large, was vital to the economic and social development of the community as a whole. As an individual working in a rapidly evolving technological field, the challenges related to maintaining currency with the latest technologies and systems were constant and unrelenting. These difficulties were met with resolve and persistence in order to gain the required mastery and proficiency necessary to continue working in the field. In addition to our daily activities, each of us in the field were obligated to maintain 24 hour availability when not on duty. The added stress of being required to respond to reports where there was a risk to public safety meant that we were never able to get sufficient rest in order to meet the next days challenges.
The greatest challenges originated from within those parts of the organisation not directly associated with the customer-facing sections of the organisation. In addition to the inertia and restrictions placed on the field workforce by the management and administrative parts of the organisation, vested, sectional, and political interests affected the overall perceptions of how each individual in the field was regarded and treated  by the community. These perceptions tended largely to be extremely negative, and coloured the opinions and reactions of the vast majority of the population. 
In that period between 1990 and 2007, I was working in a part of the organisation that was highly visible and therefore extremely vulnerable to the negative and anti-social attitudes and behaviours that were exhibited by a large proportion of the general populace throughout that period of time. Virtually all of the publicity generated from outside of the organisation was negative, derogatory and disparaging of the organisation, and each incident further inflamed the situations I found myself in each and every day.
The organisations' management were disinclined to offer any  explanation to counter any and all claims from any source against us , and this situation imbued most of us in the field with the belief that the work we were doing was not worthwhile or appreciated by any one person in the community.",Recommends working here: No,Rates salary as: Average,4 years ago,"Greater Brisbane, Queensland, Australia",2.0,1.0,1.0,2.0,3.0,1.0,2.0,Telstra
"‘Telstra is a hugely respected company and is an honour to work for, however the family that we call our team is what makes it a joy.’",Customer Solutions Advisor,The team we work with is an incredibly supportive and fun bunch of people. Everyone is treated equally and always happy to help each other out. They are also incredibly devoted to working around my busy uni lifestyle to make sure I'm given enough time for exams and assignments.,"The challenges would be the patience required. Given how large the company is, we cater for a huge amount of customers and in that we are bound to deal with some dissatisfied people. But the challenge is to try and turn their outlook on the company upside down and have them leave happy and satisfied.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Brisbane, Queensland, Australia",3.0,5.0,4.0,5.0,5.0,5.0,5.0,Telstra
‘Working with Telstra is like being in one big friendly  family.’,Sales Consultant,"Discounts on phone bills.Free mobiles and broadband plans.Incentives giftcards ,maybe an iphone 8,telstra T points.nice uniforms.being able to get coffees when not busy.Friendly colleagues.","Rude customers,angry customers handling complaints.reaching Kpis so your not performance managed.",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Penrith NSW, Australia",5.0,4.0,4.0,3.0,5.0,5.0,4.0,Telstra
‘Best job ever!’,Business Support,"Outstanding support from management and team. Good basic training, a spirit of collaboration and a great work life balance.
Telstra strives to deliver a high standard of service to its clients and it is rewarding to be a part of a team that delivers great product and service.",None that can't be overcome with collaborative effort!,Recommends working here: Yes,Rates salary as: High,4 years ago,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Telstra
‘The most challenging and rewarding job I have ever had’,Retail Store Leader,"Management and staff are very supportive, its a fun environment. The harder you worked the more rewards you received. Telstra is very customer focused and I have a passion for great customer service.","A day in the life of a  telecommunications employee is consistently changing, there are never 2 days the same the challenge is to always make sure you are up to date.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Gold Coast, Queensland, Australia",5.0,3.0,5.0,5.0,5.0,5.0,5.0,Telstra
‘I have learnt so much from telstra. It was a great company to work. It's a reason why I did not change provider.’,Case,Rewards and recognition..I enjoyed the relationship between the different areas of telstra who are all in for helping customers. I have learnt so much from the telstra technicians and they should be recognized and praised for all their hard work getting customers connected and representing telstra well out there in the community. WELL DONE TO ALL THE TELSTRA TECHS!!!,What I found challenging was the service provided by some contractors and it was a big let down not only to customers but to all the telstra staff..,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,4.0,5.0,3.0,4.0,3.0,5.0,Telstra
‘A learning experience.’,Technical Specialist,The actual work i did with technicians which was very technical sometimes.,"Being a contractor for 4.5 years, with no sick pay, no holiday pay, no long service leave or maternity leave to look forward to, working with gossips and fashion victims with few skills who kept their jobs when I was fired with 1 week notice and no redundancy payout.  Working with full time Telstra employees who were paid double what the contractors were and received full benefits.  Having to work Saturdays.  No one understanding that as a single mother with young kids it was not financially logical for me to work full time, I would work 10 extra hours a week for NO extra pay.  Freezing every winter because they couldn't seem to fix the heating.  No parking at work, spending a fortune on parking each month.  Having to account for every single second of your time, no flexibility, and having to carry ridiculous guilt that parents shouldn't have to carry, always wondering if you are a good employee and a good parent.  It was like being back at high school sometimes.  Thankfully I have moved on to a much better position where I feel appreciated.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Launceston, Tasmania, Australia",1.0,2.0,3.0,3.0,1.0,3.0,3.0,Telstra
‘Interesting and pretty laid back.’,Sales Consultant,Plenty of work. Reliable and secure company to work for. Can be quite interesting to chat with different people from all walks of life.,A lot of overtime. A lot of paperwork. Slot of blame can be put directly on you even though it's to do with Telstra in general.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Mount Barker, South Australia, Australia",3.0,2.0,4.0,3.0,3.0,3.0,4.0,Telstra
‘Telstra's performance metrics are counterintuitive to the company's values.’,Call Centre Operator,The people I work with are great and we have a good laugh together. The discounts are great. They know how to do a Christmas work party.,"Constant micromanagement. The fact that they have to cater to the lowest common denominator when rolling anything new out. The fact that they never appoint anyone into new positions, just rotate through people so they have a \""pool\"" of leadership.",Recommends working here: No,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",1.0,2.0,3.0,1.0,5.0,3.0,1.0,Telstra
"‘Overall, one of the best company's I have worked for, mainly because they have policies and processes which ensure management look after their people.’",Customer Service Manager,"They look after their people.
Great brand and opportunities for development
Diversity,diversity, diversity.
An equal employment opportunity employer","Constant restructuring and pressure to do more with less. 
Difficult to maintain work-life balance due to workload pressures.
Emails arriving 24/7.",Recommends working here: Yes,Rates salary as: Average,3 years ago,,4.0,3.0,3.0,3.0,4.0,5.0,5.0,Telstra
‘Very challenging and supportive environment.’,Team Technology Manager,"New and varying projects are offered to motivate and challenge individuals and also given mentor to guide in event of crisis to brainstorm. All these are offered with thought to \"" balanced family and work life\"".",Have to keep abreast with change in technological evolution and launch projects before it loses its novality in the marketplace.,Recommends working here: Yes,Rates salary as: High,3 years ago,Melb cbd,5.0,5.0,4.0,4.0,5.0,5.0,5.0,Telstra
‘It was great opportunity and a great experience working in Telstra.’,Technical Expert,Telstra is a relatively high paying employer compared to other private companies. It also has a set of rules governing conduct and discipline which are reasonable. And most of all it is an equal opportunity employer.,One must always keep abreast of the changes in technology in the Telecommunications field. Constant learning is a challenge and can be rewarding.,Recommends working here: Yes,Rates salary as: High,2 years ago,"Sydney NSW, Australia",5.0,4.0,5.0,4.0,5.0,5.0,5.0,Telstra
‘A fantastic company with a bright future in Australia and overseas.’,Network Designer,"The people you work with are fantastic. Telstra has an ageing workforce, so the knowledge that some of the older team members pass on to you is invaluable for your personal development within the company.","With the change in technology over the years, Telstra was constantly evolving as a business and there was a constant challenge to keep up with new processes and systems and training in such things as Fibre Optics, Wi Fi and broadband services.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Newcastle, New South Wales, Australia",5.0,5.0,5.0,3.0,5.0,5.0,5.0,Telstra
"‘Great people, great work and progressive thinking!’",Program Management,"I have thoroughly enjoyed working with Telstra. Challenging work, work life balance. Management is outcome focussed and strongly encourage flexible working conditions/telecommuting etc. ",Personal development for non IT/Engineering/non sales are hard to find. IT platforms are improving but still some way to go to ensure we have right tools for job.,Recommends working here: Yes,Rates salary as: Average,1 year ago,Australia,3.0,5.0,5.0,4.0,3.0,4.0,4.0,Telstra
‘Positive and hopeful’,Retention And Complaints,"Too many to list! But life is in the eye of the beholder. I see stars when its dark and look for rainbows when it rains. I love the personal support they have given me in hard times of my life. For a huge company, i dont just feel like a 'number'","Small working space, sometimes hard to raise my voice for hearing impared customers in fear of disrupting others. As with others who naturally speak loud effecting my concentration. Also career development setbacks due to working late & raising a young family",Recommends working here: Yes,Rates salary as: Average,3 years ago,"Adelaide, South Australia, Australia",4.0,5.0,5.0,5.0,4.0,5.0,5.0,Telstra
