title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating
‘Wishing that banking still had integrity’,Personal Banker,The actual job is great as per job description,"Targets, constant staff turnover, too many chiefs, unless you live for your job you are considered replaceable . The focus is supposedly to satisfy customer needs but in truth you are expected to sell products or you're soon gone.",Recommends working here: No,Rates salary as: Low,3 years ago,Queensland,3.0,2.0,4.0,2.0,2.0,3.0,3.0
‘ANZ was a pleasure to work for and if a suitable opportunity arose to work for them again I would happily do so.’,Banking Consultant,You have the opportunity to work for and with some really great people that are very understanding and usually do their best to take care of you!,Hitting the designated targets can be a little out of reach when the big decrease in foot traffic isn’t considered.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Brisbane QLD, Australia",4.0,4.0,4.0,4.0,5.0,4.0,5.0
‘Several years at ANZ I have had mostly positive experiences & made lifelong friends.’,Personal Banker,"Lots of training, opportunity to advance in career, work/life balance is good for working mums. Set roster but overtime is usually available when other staff have annual leave/long service leave. The people are great, having worked in several ANZ branches most of the employees are lovely to work with.","The targets are quite high, expect a lot from each customer. Targets for opening a certain number of accounts/credit cards & loans per week. Performance is monitored based on your sales activity - some staff excel in \""sales\"" but lack basic people skills. It's hard to work in an environment where some people try hard but their enthusiasm for great customer service is not recognised, and they are told not to \""over service\"" the customer instead open the accounts quickly & try to sell insurance/quotes to them and then serve the next customer. Trying to book annual leave when you actually want it is sometimes difficult, with all staff submitting their holiday preference 12-18 months in advance for each branch.",Recommends working here: Yes,Rates salary as: Average,3 years ago,"WA, Australia",4.0,4.0,4.0,3.0,4.0,4.0,4.0
‘Very positive from both a work and social aspect.’,Para Planning Manager,The people are friendly and like minded. Flexible working is promoted. Amazing client base. Close working relationship between bankers and advisers,"Office politics, restructures occur too often and difficult stakeholders can make project implementation difficult. Technology is a disaster!",Recommends working here: Yes,Rates salary as: High,4 years ago,,3.0,5.0,5.0,4.0,4.0,4.0,1.0
‘Typical slow moving corporate bank’,Marketing Manager,"Great perks on card and home loan rates/fees, supportive parental leave","Slow processes, as well as many stay taking liberties on work from home opportunities. Most mid level staff only seem to be there for themselves and not for the good of their team or working to better the company.",Recommends working here: No,Rates salary as: High,6 months ago,"Docklands VIC, Australia",3.0,4.0,4.0,3.0,4.0,5.0,4.0
‘People with loud noise seems to be seen as asset to company and no real appreciation for efforts contributed. No equal opportunities and career advancement for genuine individual in this company.’,Reporting Analyst,Old management team appreciated staffs hard work and experiences shared among teams. People management retains great staffs with positive attitude and working beyond and above to succeed as a team.,New management focuses only on top down approach with no consensus among teams.,Recommends working here: No,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
‘Good opportunities to learn and develop a career’,Financial Planner Associate,Bonuses can be nice if you reach targets and outperform. Referrals are sent via branches. Access to good support systems. Good learning opportunities to build a career.,Limitations on types of advice to be provided. Heavy compliance can be a hindrance to advice. Performance is measured based on national averages and targets across a wide area and include things out of ones direct control,Recommends working here: No,Rates salary as: Average,4 years ago,"Sunshine Coast, Queensland, Australia",4.0,3.0,3.0,3.0,2.0,4.0,4.0
‘Over all it was a good experience. If you worked hard and asked for feedback you were rewarded and there was always room for career growth at ANZ.’,ANZ Customer Service Representative,They gave us heaps of training and there were many opportunities to practice before we actually took calls live. There was a lot of feedback so you knew how you were doing.,The scheduling and shifts took some getting used to.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,2.0,4.0,4.0,3.0,4.0,4.0
‘ANZ is an organisation that treats customer facing staff incredibly poorly and is duplicitous by nature as it is 100% sales focused.’,ANZ Financial Planning,Flexible hours and ability to work from home when required,Middle management place their own goals above their team members and customers,Recommends working here: No,Rates salary as: Low,1 year ago,"Melbourne VIC, Australia",1.0,3.0,2.0,2.0,3.0,3.0,1.0
‘Great place to work with leaders being more agile than ever before’,Executive Assistant,"Dynamic, leaders in the financial space","A big organisation, with multiple layers of management - being changed though",Recommends working here: Yes,Rates salary as: Average,1 year ago,"Sydney NSW, Australia",4.0,4.0,5.0,5.0,4.0,5.0,5.0
‘A rewarding challenge in an environment that lets you grow surrounded by wonderful and challenging people alike.’,Senior Process Analyst,"Diversity and equal opportunity is second to none. Despite often having to work long hours, ANZ offers great flexibility and work/life balance. There is a subsidised gym and plenty of health incentives. The salary is high and there are good bonuses.","Technology is definitely a challenge, and there can be lots of red tape around getting things done. Some of management are not suited to their roles and that can have a negative impact.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",4.0,3.0,3.0,3.0,4.0,5.0,4.0
"‘During recent restructure, my position became redundant,I miss working for ANZ.’",Asset Finance Specialist,"Good environment, well equipped business, that looks after their staff. Senior management were always approachable. Health and Safety was always paramount. Relaxed environment. New ideas were always welcome.","Only sometimes, best people are overlooked for for favorites.",Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne VIC, Australia",5.0,5.0,5.0,4.0,4.0,4.0,5.0
"‘Overall, my experience has been a great one. I plan on scaling the corporate ladder :)’",Service Consultant,The people. My customers and colleagues are fantastic,"It has taken me a while, but i finally got the hang of balancing.  Sometimes being shown how to do some thing once and then being expected to remember how to so it was challenging",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Morwell, Victoria, Australia",5.0,4.0,4.0,4.0,4.0,4.0,4.0
‘Very satisfied with my job and the company I work for i.e ANZ !’,Personal Banker,Love working with a great team and very encouraging manager. The work ethos is very good and I love the work I do.,Dealing with new customer every time and resolving their problems and looking for solution to their questions. And making sure the customer is happy and satisfied.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Wagga Wagga, New South Wales, Australia",4.0,5.0,5.0,5.0,4.0,5.0,5.0
‘Excellent!’,Service Consultant,Excellent staff training and advancement in the corporate ladder. Promotes high level of adherence to bank's values. Customer service is top priority.,"Meeting the bank's expectations from its staff, that is to offer high level of customer service.",Recommends working here: Yes,Rates salary as: Average,4 years ago,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Wonderful people and great technical challenges.’,Infrastructure Designer,Always new technologies to learn. Great people to work with.,Working with global colleagues can be difficult. The company lost a lot of its focus on employee engagement once Mike Smith took over from John McFarlane.,Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne, Victoria, Australia",4.0,4.0,4.0,4.0,3.0,4.0,4.0
"‘Good for most part of my career, last months terrible with the manager and team i had, at the end yoir just another employee unless your a star!’","Business Banking Manager, Retail",Depends where your based. FOund working in retail my better time with the bank as opposed to working in Business banking. The idea in business banking great just not in my area and team. No one really cared about each other and the struggles. Too high expectations with not a lot of help besides computer based training.,Sales targets were always a struggle. Even when they changed the way to make it sound 'where looking after the customer' same thing and same results expected just didn't way they approach it.,Recommends working here: Yes,Rates salary as: High,1 year ago,"Port Lincoln SA, Australia",4.0,4.0,2.0,2.0,3.0,4.0,4.0
‘Great company to work for.’,Release Manager,Work life balance and lots of career opportunities.,"As a result of being a large financial  organisation there are lots of controls , extra sign offs. No different from any other large organisation.",Recommends working here: Yes,Rates salary as: High,1 year ago,"Brisbane QLD, Australia",5.0,5.0,5.0,4.0,5.0,5.0,5.0
"‘Supportive, people centric environment that has kept me interested for over 11 years.’",QA / QC Team Leader - Operations,"Overall Culture of ANZ is dynamic, continually striving to make life easier for both internal and external customers alike.","Like most organisations genuine \""career development\"" opportunities are scarce across the board, but definitely on the radar.",Recommends working here: Yes,Rates salary as: Average,3 years ago,Melbourne,3.0,5.0,4.0,4.0,4.0,5.0,4.0
‘It helped m to grow not only as a banker but made me see things on many different perspectives on so many different levels and made me a better person and so appreciative of everything.’,Fraud Support Officer,Great people to work with making it a good experience. Plenty of  opportunities to grow and develop. Good Team Leaders and management. ,"The only issue that i can say is that systems are quite laggy and tend to slow down and crash when your on a call. But when its running smoothly, its flawless",Recommends working here: Yes,Rates salary as: High,1 year ago,"Docklands VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘I loved it so much and you could see by the years I have worked there.’,Liquidations Officer/ Customer Service Officer,I worked for twenty seven years .. the managers I worked under was very understanding and helpful .. staff was also very helpful and friendly but occasionally some can be moody.. that's human..enjoyed the friendly work ethic,I always had opportunities where I was given a task and had to solve the issue which placed me in a very exciting situation where I would analyze and action the task to get  results ..  where my customer is happy and so does the bank 's image,Recommends working here: Yes,Rates salary as: High,3 years ago,"Docklands, Victoria, Australia",5.0,5.0,4.0,4.0,4.0,5.0,5.0
‘A great company to work for ’,Senior Banking Officer,"Big focus on work/life balance. Great parental leave policies and flexibility when returning to bring to work. Lots of opportunities to learn new skills and move up the ranks quickly of you prepared to do the work. Focus on customer service, no sales targets. Great perks including and extra week of leave a year after 3 years service. ",Systems can be frustrating. Often have to go through to other teams based overseas for assistance. ,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Western Australia, Australia",5.0,4.0,4.0,5.0,4.0,5.0,4.0
‘A clearer longer term plan for Institutional is required - Senior Executive changes lead to directional and strategic changes resulting in frustration and lost opportunity  / waste.’,Ex Global Head TB Business Control & Delivery,Salary package was very good (but you have to earn every cent and this included making staff redundant...an intensely personal and stressful thing to action and / or be on the receiving end of such a decision).,"The ongoing cost cuttings , including staff reductions / redundancies.
The diversity agenda has gone too far and needs to be carefully repositioned to ensure equality and the best person gets the job.
The bonus structure needs reducing and being replaced with higher salary / lower bonus and more long term equity / shares instead.",Recommends working here: No,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",2.0,1.0,3.0,3.0,4.0,1.0,2.0
‘People are friendly. Company is mired in bureaucracy & process. Conservative culture that discourages stepping outside of process - even when it results in a better outcome.’,Manager,"Good pay. Suitable for people who like structured environments (i.e. emphasis on processes, documentation & meetings).","ANZ is committed to off-shoring its back-office and administrative functions (Finance, IT, etc). Don't expect a career at ANZ if you are in these functions - you are just keeping the seat warm until the role can be transitioned.",Recommends working here: No,Rates salary as: High,2 years ago,"Melbourne VIC, Australia",2.0,3.0,2.0,2.0,3.0,3.0,3.0
‘Beginning was great towards the end very upsetting’,Personal Banker,"I have always worked with some really great people and have made some great friends thru the working environment. Like all things these change and by change it’s usually with management, more particularly at branch level, can be unsettling. I have been in banking for over 20years.","Keeping up with the changes and expectations on usually monthly basis, trying to do your job as best u can with limited staffing and support. Having to be so organised that leave has to be planned out 12 months ahead and often Longer incredibly frustrating",Recommends working here: No,Rates salary as: Average,2 years ago,"Victoria Point QLD, Australia",4.0,3.0,3.0,2.0,2.0,4.0,3.0
"‘A great company to work for, but still more room to improve.’",Cards Solutions Specialist,"The company is a great company to work for overall. The people culture is really great, and you get quite good support from your line manager.","When it comes to internal recruiting,  theres alot of competition inhouse. It can help if you have contacts in the relevant departments to move forward.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,4.0,4.0,4.0,3.0,5.0,4.0
‘Great place to work.’,Service Consultant,Great opportunities and a great team environment.,Making targets can be challenging at times but with a great support network you are always learning new ways to identify leads.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Shellharbour, New South Wales, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Looks after you well and if you work hard even better’,Associate Director,"Very good environment, friendly and inclusive. Opportunities to grow if you make it known",Can be a bit political and at times slow to react.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Sydney, New South Wales, Australia",4.0,5.0,5.0,4.0,4.0,5.0,5.0
‘Excellent opportunity for those willing to put in the hard yards’,Branch Manager,You were generally rewarded for working hard. Plenty of opportunity as long as you were willing to move. Poor performers were usually exited quickly. Some very good senior leaders.,"Smaller branch locations were challenging. i.e noone in your branch could help and sections of help desk are overseas. Senior Personal Banker and Manager expectations are high, other banks dont expect these roles to complete home & business lending. But the skills you learn with this can take you places. Having worked in other financial institutions i would say the pay at ANZ does support the additional responsibilities.",Recommends working here: Yes,Rates salary as: High,3 months ago,"South Australia, Australia",5.0,3.0,4.0,5.0,3.0,5.0,4.0
"‘To advance in my chosen segment I have had to go back to Uni and, as I am wanting to change from Retail to Commercial, ANZ are not supporting my study needs.’",Personal Banker,I have met some wonderful people and my peer colleagues have been very supportive of my study commitments,"IT is a very big issue, no where near up to par of the other big 4, which makes providing excellent customer service difficult, so I have learnt to work around this issue.",Recommends working here: Yes,Rates salary as: Low,4 years ago,"Brisbane, Queensland, Australia",5.0,2.0,4.0,3.0,2.0,5.0,4.0
‘Rewarding and enjoyable.’,Business Analyst,"Main office in Melbourne is well designed. Work area is neat, orderly and well equipped.",Very competitive work environment. You always have to be on your toes and able to network with colleagues to get ahead faster.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,4.0,4.0,4.0,4.0,4.0,4.0
‘Satisfactory’,Personal Banker,"Good benefits for new parents, such as parental leave, and financial help with daycare during the first months back after parental leave. Good opportunities to get training and move within the company. Extra super contributions for women to address the gender gap.",A lot of grand ideas from the top that don't quite work practically on the floor.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,4.0,3.0,3.0,4.0,4.0,4.0
‘Good Company to work for and grow’,Solution Analyst,Ability to work on Enterprise level projects and programs on latest technologies.,Too many vendors and inability of ANZ Managers to take decisions properly. Most of them are non Technical Managers who take the role of Technical PMs and Technology managers thereby making improper judgement,Recommends working here: Yes,Rates salary as: Average,4 years ago,Sydney and Melbourne,4.0,4.0,4.0,3.0,4.0,4.0,4.0
‘A good global organisation to have a great experience!’,Team Leader - FX & International Banking Services,"Work life balance has been good at least in my role. I was given a lot of autonomy to carry out my tasks and I was extremely happy at the outcomes I produced. It is a large organisation where you get a lot of talent and experience along with exposure which probably may not be available in a smaller organisation. Therefore, you are able to rub shoulders with people in high positions and have the elevator pitch!","Growth opportunities were stunted. In the name of gender equality, people were selected based on \""whom they know\"" rather than \""what they know\"". Hence, I would think the rationale for recruitment should be unbiased, based on skills and ability of a person to deliver to set objectives of the organisation. Streamlining of systems, cutting out middle men in the scheme of a clustered hierarchy would be advantageous to the customer, to the organisation and to its employees.",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",1.0,3.0,2.0,1.0,3.0,1.0,4.0
"‘I have been in finance almost 13 yrs, ANZ was the only employer i have worked for where everything was fair and equal. I was never discriminated for my tattoos the girl that sat next to me interviewed with a Mohawk but we were never treated any different ’",Compliance Officer,Equal opportunity. Fair and safe working environment. Recognition for your work that makes u feel valued.,"Just striving to do better, the performance and quality of work was always above the average i have seen else where.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Great place to work!’,Ops Manager,"Culture, Work life balance, career opportunities and management",IT - has been offshored and it's so difficult to get anything done. Things take so long and constant system issues. Seems that ANZ hasn't invested in their technology and systems for many years!,Recommends working here: Yes,Rates salary as: High,2 years ago,"Sydney, New South Wales, Australia",5.0,5.0,4.0,5.0,4.0,5.0,4.0
‘Good place to work if you like being kept on your toes’,Senior Paraplanner,Flexible working arrangements are fantastic. Head office and other main offices very modern with great amenities.,"Not enough focus from upper management on front line issues. A lot of money wasted on poor decisions and short sitedness. Kind of like working with politicians...only looking to the next election. Or in our case, bonus.",Recommends working here: No,Rates salary as: High,4 years ago,,1.0,5.0,5.0,2.0,3.0,3.0,3.0
‘Enjoyable but sometimes quite a challenge.’,Call Centre Agent,The variety of the work and the other staff. Variable shifts made easier for the work life balance and enabled me to look after my child. Very flexible.,"Old computer systems, support network /HR was based in Bangalore so the languave barrier was an issue.",Recommends working here: Yes,Rates salary as: Low,4 years ago,"Wollongong, New South Wales, Australia",2.0,4.0,3.0,3.0,4.0,4.0,4.0
‘Stable and steady’,Wealth Specialist,"Staff benefits, and also my team leader. ANZ the brand is reputable and trustworthy, therefor people trust when you deal with them. Training for multiple products","Staff turn over for our department and the sales numbers, being unrealistic for the products we sell.",Recommends working here: Yes,Rates salary as: Low,4 years ago,,2.0,3.0,4.0,4.0,4.0,5.0,4.0
‘A great experience to build upon to further any career aspirations’,Mortgage Collection Officer,It was a great atmosphere to work in due to the on-going training and the team structure which rewarded those who were an SME and wanted to gain leadership experience. Additional skills and a high performance was rewarded with great bonuses.,The work-life balance can be difficult in a call centre environment as it is very dependant upon stats and productivity.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",4.0,3.0,4.0,3.0,4.0,3.0,4.0
"‘A good place to work althought the current direction is not one in which I would go, we still have a dedicated team and environment.’",IT,The people we work with is what keeps most people in a role. We have a great number of people here who work well together and part of the reason we stick around.,Management and the lack of ownership. Deadlines are unrealistic and do not take in to account current limitations of systems and requirements.,Recommends working here: No,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",3.0,4.0,3.0,2.0,3.0,3.0,3.0
"‘ANZ was a fun place to work as a teenager, a good introduction to working life.’",Customer Service Officer (teller),Good team morale. Sociable place to work. I enjoyed the fact there were a lot of young staff members my age - we all got along well.,Frequent changes in management was sometimes unsettling.,Recommends working here: Yes,Rates salary as: Low,4 years ago,"Prahran, Victoria, Australia",3.0,4.0,4.0,4.0,3.0,4.0,4.0
‘Bank financial planning has a poor reputation for a reason.’,ANZ Financial Planning,"Lots of customers mean heaps of opportunities, unfortunately the constant reduction of support makes it near impossible to provide a good service.","Move to \""digital\"" servicing of customers means a poor experience for customers and \""cookie cutter\"" basic advice.
Management have little current experience of the business beyond auditing, theory or outdated advice experience, yet are the first to try to tell you how to do your job.
All the good staff who are able to walk into other jobs leaving behind less to try to manage the increasing demands of managers who rarely leave their ivory towers and run the business via spreadsheets and constant emails asking why you are not doing more sales and more use of their multiple digital tools that don't \""talk\"" to each other.
Any support to help with administration is continually reducing.",Recommends working here: No,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",1.0,1.0,1.0,1.0,2.0,2.0,1.0
‘It was great!’,Remediation Case Manager,Great work life balance,I did not experience any challenges.,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",3.0,5.0,4.0,4.0,3.0,5.0,5.0
‘A great company to work for overall.’,Personal Banker,"Great team environment, lots of options to progress in career. 
very adaptable/understanding to your personal needs/situation.","Staff shortages are always challenging, dealing with aggressive customers is  difficult also but can be overcome.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Geelong, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Always learning new and exciting things.’,Service Consultant,Really well managed and you can always feel comfortable working with different staff as everyone is so friendly. Always feeling like you have helped every customer you serve to the best of your ability.,"Learning new procedures, travelling around to different branches, sometimes over coming difficult obstacles eg. Customers, training courses.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Central Coast, New South Wales, Australia",4.0,3.0,4.0,4.0,4.0,5.0,5.0
‘Although I don't work for ANZ anymore I have no regrets.’,Bank Teller,"Joining ANZ as a trainee straight out of school, I love that it gives young people an opportunity to get into such a great reputable industry with opportunities for career progression. The working environment was always very positive and the staff welcomed me with open arms and took me under their wings to teach me skills such as customer service, banking processes and terms.","Having to deal with the occasional bad customer, it had the ability to ruin your day and really upset you.",Recommends working here: Yes,Rates salary as: Low,4 years ago,"Mullumbimby, New South Wales, Australia",4.0,5.0,5.0,4.0,5.0,5.0,4.0
‘Interesting yet challenging’,Personal Banker,"Flexibility and career development. 
Good team work and environment 
Constantly updates on skill builders.  Rewarded for meeting targets","Compliance and keeping up to date with the latest information and products. 
Being able to succeed and over achieve goals.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,4.0,4.0,3.0,3.0,4.0,4.0
‘Very professional staff at head office and high standards are expected from individuals.’,Computer Systems Engineer,Modern and functional office fit out.,"No work / life balance in reality for rank and file.  Some flexibility is offered in exceptional circumstances, or if you happen to fall into one of the diversity groups.",Recommends working here: Yes,Rates salary as: High,4 years ago,,3.0,2.0,5.0,4.0,3.0,5.0,4.0
‘A great place to work for but the standard big corporate obstacles still exist.’,User Experience,"Great culture, no jerks, you get to work with talented people on large projects that touch many Australians.",Speed to market is slow. Understand that things often develop at a glacial pace and will be shelved for reasons beyond your control.,Recommends working here: Yes,Rates salary as: High,6 months ago,"Docklands VIC, Australia",4.0,5.0,5.0,4.0,3.0,5.0,5.0
‘Perseverance and truth to oneself should always prevail!’,Business Support Manager,"As ANZ is a very large organisation with numerous divisions and sectors for individuals wanting change or the the ability to challenge themselves opportunities are abundant.
They have amazing staff benefits and most importantly they believe in giving back to the community",At times a work life balance is not always balanced. Banking is also predominantly male oriented so when your a mother with children at times your ability to contribute and juggle family and work commitments can be overlooked by the fact that your a mother and a woman,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",5.0,4.0,4.0,4.0,5.0,5.0,5.0
‘Good place but you will get to a point where progression will be halted and you.will be stuck until the changing of the guard’,Management Consultant,The people you work with would.be the reason to stay,Management only promote in their purple circle. Very click senior level management so forget promotions if you are against someone here. Leaders lack accountability and senior.mamagement underperformance is always overlooked but at.a lower level you cop.the brunt of things.,Recommends working here: No,Rates salary as: Average,6 months ago,"Perth WA, Australia",3.0,3.0,3.0,2.0,3.0,2.0,2.0
"‘Challenging, yet rewarding.’",Assistant Manager (Institutional Transaction Banking),"Productive environment where career advancement was viewed as a major priority. My initial manager showed faith in my abilities and potential to grow, subsequently she promoted me to a position where i was the least experienced in the team but was able to prove my worth by meeting and exceeding the expectations and targets that were set.","Following from above, the main challenge was proving myself worthy to my new and much more experienced colleagues.
Also learning and becoming thorough with the technical processes the role involved.",Recommends working here: Yes,Rates salary as: High,4 years ago,,4.0,4.0,4.0,4.0,4.0,5.0,5.0
‘Great company to work for. Work/life balance has been achievable.’,Personal Banker,Great career development opportunities,Workplace politics. Working with colleagues with a negative mindset.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Newstead, Queensland, Australia",4.0,5.0,4.0,5.0,4.0,4.0,4.0
‘My time at ANZ has provided me with exceptional customer service skills that I will continue to use throughout my career.’,Customer Service,The time they invest into training and development was notable. Your rosters were done on a monthly basis so it made having a work life balance easy.,Some policies and procedures that were in place made meeting some KPI's almost unrealistic. Some management needed further training and development.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,4.0,3.0,3.0,3.0,4.0,3.0
‘Currently not a great place to be an employee.’,Employee,"Big company, large budgets, good salaries.","Regular re-orgs and lots of off-shoring of jobs each year, which leads to lots of frustration, silos, and lack of motivation.",Recommends working here: No,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",1.0,2.0,1.0,2.0,2.0,4.0,1.0
"‘Hollow existence, wondered why I was working there.’",Senior Data Analyst,"Good working environment, city location, type of work was highest level.","Management were not supportive, obstructive, undermining. Sometimes didn't get paid, found out I was working Christmas day shortly before without anytime to prepare. Team members were pitted against each other. Change for the sake of change at a ridiculous pace.",Recommends working here: No,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",3.0,1.0,5.0,1.0,4.0,4.0,2.0
